rest_name,locality,cost_for_two,rating,cuisines
Sree Ganesha Fruits & Juice                                     ,Bannerghatta Road,100,3.4,['Juices']
Redice @ Wonderla Resort                                     ,Mysore Road,"1,700",3.4,"['Italian', 'North Indian', 'Chinese']"
AM WOW                                     ,Jayanagar,100,3.4,['Beverages']
Strawberry Moon                                     ,Hotel 37th Crescent Seshadripuram,"1,500",3.4,['Finger Food']
Green County Family Restaurant                                     ,Mysore Road,800,3.4,"['South Indian', 'North Indian', 'Chinese']"
Udupi Chats                                     ,Yelahanka,100,3.4,"['Street Food', 'Fast Food']"
Green Tree Garden Restaurant                                     ,Electronic City,500,3.4,"['Chinese', 'Hyderabadi', 'Mughlai', 'South Indian']"
Hangouts @ Kashish Caterers                                     ,HSR,400,3.4,"['Biryani', 'Kebab']"
The Chocolate Mansion                                     ,Sadashiv Nagar,250,3.4,['Desserts']
Potato House                                     ,Uttarahalli,200,3.4,['Street Food']
The Nest - The Den Bengaluru                                     ,"The Den, Whitefield","1,500",3.4,"['Finger Food', 'North Indian', 'Continental']"
Yumjar                                     ,Sahakara Nagar,300,3.4,"['Fast Food', 'Beverages', 'Desserts']"
The Shawarma Inc                                     ,Koramangala 5th Block,200,3.4,"['Arabian', 'Fast Food']"
Pizza Stop                                     ,Jayanagar,600,3.4,"['Pizza', 'Italian']"
Gio Pizza                                     ,Rammurthy Nagar,450,3.4,"['Pizza', 'Italian']"
Metro Le Royale                                     ,Nagarbhavi,700,3.4,"['North Indian', 'Mughlai', 'South Indian', 'Chinese']"
Hangouts @ Kashish Caterers                                     ,HSR,400,3.4,"['Biryani', 'Kebab']"
Kataria's                                     ,BTM,250,3.4,"['North Indian', 'Chinese']"
Mummy Dhaba                                     ,Ulsoor,300,3.4,['North Indian']
Crave Bit Cafe                                     ,JP Nagar,600,3.4,['Cafe']
North Indian Hotel                                     ,Shivajinagar,200,3.4,['North Indian']
Samavar                                     ,"Casa de Bengaluru, Koramangala","1,000",3.4,"['North Indian', 'South Indian', 'Chinese', 'Continental', 'Italian']"
C-harge by Chefkraft                                     ,Indiranagar,600,3.4,"['Cafe', 'Continental']"
Nirvana Restaurant                                     ,Mysore Road,300,3.4,"['South Indian', 'North Indian', 'Chinese']"
Shubh Family Restaurant                                     ,Nagarbhavi,700,3.4,"['North Indian', 'Chinese']"
Mallappar's Best Bakery                                     ,Kengeri,200,3.4,"['Bakery', 'Fast Food']"
Tejaswini Bar and Restaurant                                     ,Kanakapura Road,600,3.4,"['North Indian', 'South Indian', 'Chinese']"
Kadathanad Kitchen                                     ,Bommanahalli,500,3.4,"['North Indian', 'Kerala']"
Kullukki                                     ,Koramangala 5th Block,400,3.4,"['Juices', 'Beverages', 'Fast Food']"
Root Casa                                     ,Rammurthy Nagar,400,3.4,"['Continental', 'Chinese']"
Vi Ra's Bar and Restaurant                                     ,Banashankari,800,3.4,"['South Indian', 'North Indian', 'Chinese']"
Delhite Food                                     ,Bellandur,300,3.4,['North Indian']
Kydz Adda                                     ,Banashankari,500,3.4,['Continental']
Barkat                                     ,BTM,250,3.4,['Kerala']
BISKA - Filter Kaapi & More                                     ,Malleshwaram,200,3.4,"['Beverages', 'Street Food']"
Gowdara Naati Mane                                     ,Residency Road,500,3.4,"['South Indian', 'Biryani', 'Mangalorean']"
Lil Asia                                     ,Banaswadi,350,3.4,"['Chinese', 'Thai', 'Nepalese', 'Tibetan']"
Crazy Hunger                                     ,Thippasandra,300,3.4,"['Fast Food', 'Chinese', 'Beverages']"
Royal Cool Joint                                     ,Yelahanka,200,3.4,"['Beverages', 'Fast Food']"
Kairali Restaurant                                     ,Electronic City,400,3.4,"['Kerala', 'South Indian']"
Sri Nandi Grand                                     ,BTM,300,3.4,"['North Indian', 'South Indian']"
UrbanBae                                     ,Yelahanka,160,3.4,"['North Indian', 'Beverages', 'Pizza']"
New Select Hotel                                     ,Richmond Road,200,3.4,['South Indian']
Wish Pot                                     ,Whitefield,300,3.4,"['North Indian', 'Continental']"
Foodies Club                                     ,BTM,300,3.4,"['South Indian', 'Chinese', 'North Indian', 'Sandwich', 'Rolls']"
Kyakhanahai                                     ,Koramangala 5th Block,400,3.4,"['North Indian', 'South Indian']"
Kriti Dugar                                     ,Marathahalli,200,3.4,['Desserts']
Bikaneri Sweets                                     ,Bannerghatta Road,250,3.4,"['Mithai', 'Street Food']"
The London Shakes                                     ,Church Street,500,3.4,"['Pizza', 'Burger', 'Coffee', 'Beverages']"
Cafe Nibras                                     ,Banaswadi,400,3.4,"['Cafe', 'Continental']"
Gundappa Donne Biryani Mane                                     ,Nagawara,300,3.4,['Biryani']
Chatora                                     ,Marathahalli,300,3.4,"['North Indian', 'Fast Food', 'Street Food']"
Arun Ice Cream                                      ,Banashankari,150,3.4,"['Ice Cream', 'Desserts']"
Swasthaa                                     ,Sanjay Nagar,600,3.4,"['Continental', 'Italian', 'Japanese', 'North Indian']"
The Cake Post                                     ,Old Airport Road,900,3.4,"['Bakery', 'Desserts']"
Aroma Bakery and Sweets                                     ,Yelahanka,200,3.4,"['Bakery', 'Fast Food']"
Grill 99 - The Ritz-Carlton                                     ,The Ritz-Carlton,"4,000",3.4,"['Steak', 'Mediterranean', 'Grill']"
Smooth Blender                                     ,"Royal Meenakshi Mall, Bannerghatta Road",300,3.4,['Beverages']
Hotel Upsaar                                     ,Rajarajeshwari Nagar,250,3.4,['South Indian']
Mirch Masala                                     ,JP Nagar,500,3.4,['North Indian']
Subham Pal Kitchen                                     ,Koramangala 1st Block,300,3.4,"['North Indian', 'Chinese']"
Kaati Zone                                     ,Koramangala 6th Block,350,3.4,"['Fast Food', 'Biryani', 'Rolls']"
Up Shawarma                                     ,Bellandur,150,3.4,['Arabian']
Hotel Royal Darbar                                     ,Whitefield,400,3.4,"['North Indian', 'Chinese']"
Star Food County                                     ,Sanjay Nagar,300,3.4,['Fast Food']
Thai & Chinese Fast Food                                     ,KR Puram,400,3.4,"['Chinese', 'Thai']"
Sri Durga Cane Fresh                                     ,BTM,100,3.4,"['Juices', 'Beverages', 'Fast Food']"
Hayaat                                     ,Kammanahalli,600,3.4,"['Kerala', 'Chinese', 'North Indian']"
Andhra Mess                                     ,Nagawara,300,3.4,"['Biryani', 'Kebab']"
Dinemaster Gogo's                                     ,Hosur Road,300,3.4,"['Chinese', 'Rolls', 'Beverages']"
Chilly Vault                                     ,Jalahalli,450,3.4,"['Chinese', 'North Indian']"
Ooh La La                                     ,Whitefield,500,3.4,"['North Indian', 'Biryani']"
Shree Manjunatha Bar and Restaurant                                     ,Kanakapura Road,550,3.4,"['North Indian', 'South Indian', 'Chinese']"
Hyderbadi Irani Tea                                     ,Banaswadi,100,3.4,['Beverages']
Cauvery Punjabi Khana                                     ,Majestic,300,3.4,"['North Indian', 'South Indian']"
Karnataka Biriyani Paradise                                     ,Frazer Town,300,3.4,"['North Indian', 'Biryani']"
Kartik                                     ,Banaswadi,700,3.4,"['Chinese', 'North Indian']"
Sri Venkateshwara Sweets Chats Juice Centre                                     ,HBR Layout,100,3.4,"['Beverages', 'Juices', 'Street Food']"
Cauvery Punjabi Khana                                     ,Majestic,300,3.4,"['North Indian', 'South Indian']"
Clean Bowled                                     ,Indiranagar,300,3.4,"['Healthy Food', 'Salad']"
Sri Ganesh Upahar                                     ,Sarjapur Road,400,3.4,['South Indian']
Sai Kripa Food Point                                     ,KR Puram,200,3.4,"['North Indian', 'Chinese']"
Sri Krishna Bhavan                                     ,Kalyan Nagar,250,3.4,"['South Indian', 'North Indian']"
Navaithes Kitchen                                     ,Nagawara,500,3.4,"['Mughlai', 'Chinese']"
Chilli Park                                     ,Electronic City,300,3.4,"['North Indian', 'Chinese', 'Fast Food']"
Chef's Bank                                     ,Hotel Krishinton - Yeshwantpur,700,3.4,"['North Indian', 'Chinese']"
Silver Star                                     ,Majestic,500,3.4,"['South Indian', 'Chinese', 'North Indian']"
Coastal Land Kitchen                                     ,Jakkur,500,3.4,"['Konkan', 'Mangalorean', 'South Indian']"
The Juicy                                     ,JP Nagar,100,3.4,"['Beverages', 'Juices']"
Nandini Andhra Style Mess                                     ,Old Airport Road,350,3.4,"['North Indian', 'Chinese', 'South Indian']"
Akshaya Grand                                     ,BTM,750,3.4,"['South Indian', 'North Indian', 'Chinese', 'Street Food', 'Juices']"
Koffee Garage                                     ,Magadi Road,350,3.4,"['Chinese', 'Continental', 'North Indian']"
Halli Mane Rotti                                     ,Indiranagar,150,3.4,['South Indian']
Food Land                                     ,Vijay Nagar,600,3.4,"['Mangalorean', 'Mughlai']"
Chaat Express                                     ,HSR,200,3.4,"['Fast Food', 'North Indian']"
Scoops N Smiles                                     ,Rajajinagar,200,3.4,"['Desserts', 'Sandwich', 'Pizza', 'Burger']"
Chickz N Cheez                                     ,Rajajinagar,300,3.4,"['North Indian', 'Fast Food']"
That Garage Cafe Restaurant                                     ,HSR,700,3.4,"['North Indian', 'Chinese', 'BBQ']"
Mad Over Fries                                     ,New BEL Road,350,3.4,"['Fast Food', 'Beverages']"
Knight Ryders                                     ,BTM,400,3.4,"['North Indian', 'Chinese']"
Cool Break                                     ,Electronic City,150,3.4,"['Desserts', 'Fast Food']"
Nawabi Handi                                     ,Whitefield,350,3.4,"['Biryani', 'Hyderabadi', 'North Indian']"
Bite Sip Repeat                                     ,Electronic City,150,3.4,"['Fast Food', 'South Indian', 'North Indian']"
Bangarpet Chat Express                                     ,Basavanagudi,100,3.4,"['Street Food', 'Fast Food']"
Hyderabadi Bawarchi Biriyani                                     ,Bellandur,450,3.4,['Biryani']
Shri Family Restaurant                                     ,Rajajinagar,400,3.4,"['South Indian', 'North Indian', 'Chinese', 'Seafood']"
Tang of Jamaica                                     ,Hotel Jamayca,900,3.4,"['American', 'Mexican', 'BBQ']"
Karnataka Biriyani Paradise                                     ,Frazer Town,300,3.4,"['North Indian', 'Biryani']"
Spar Refresh                                     ,Bannerghatta Road,300,3.4,"['North Indian', 'South Indian', 'Pizza']"
Smoke-A-Pot                                     ,JP Nagar,600,3.4,"['Biryani', 'Kebab', 'Rolls']"
Juice Fresco                                     ,Koramangala 4th Block,150,3.4,['Beverages']
Dharwad Line Bazar Mishra Pedha                                     ,Malleshwaram,150,3.4,['Mithai']
Kartik                                     ,Banaswadi,700,3.4,"['Chinese', 'North Indian']"
Spicy Fingers                                     ,RT Nagar,600,3.4,"['North Indian', 'South Indian', 'Seafood']"
