rest_name,locality,cost_for_two,rating,votes,cuisines
Adya Hotel,Electronic City,400,3.3,4,"['South Indian', 'North Indian', 'Chinese']"
Marathi Biriyani House,Frazer Town,300,3.3,6,"['South Indian', 'Biryani']"
Hotel Tadaka House,Bommanahalli,300,3.3,7,"['North Indian', 'Chinese', 'Biryani']"
Liplock Restaurant,Nagarbhavi,400,3.3,6,"['North Indian', 'Chinese']"
Desi Breakk,HSR,150,3.3,7,['North Indian']
Aishwarya,Whitefield,450,3.3,6,"['Chinese', 'North Indian']"
Food Zone,Marathahalli,300,3.3,322,"['North Indian', 'Chinese']"
Hotel Liwa,Jakkur,800,3.3,4,"['North Indian', 'South Indian', 'Chinese']"
Atithi Point Ande Ka Funda,Banashankari,150,3.3,30,['North Indian']
Nandanavana - Hotel Presidency,International Airport,700,3.3,5,"['North Indian', 'South Indian', 'Chinese']"
The Whispering Winds - Ramanashree California,Ramanashree California,600,3.3,7,['Finger Food']
Ali Snacks Point,Malleshwaram,150,3.3,6,"['Chinese', 'Momos']"
Shawarma Corner,BTM,100,3.3,5,['Arabian']
Blue Coriander - Lords Eco Inn,Mysore Road,"1,000",3.3,17,"['North Indian', 'Chinese', 'Continental']"
A-1 Chicken Biriyani & Kababs,Bannerghatta Road,200,3.3,5,['Mughlai']
Talk To The Hand,Majestic,900,3.3,4,"['Chinese', 'North Indian']"
Koffee & Kitchen,Rajarajeshwari Nagar,200,3.3,10,['South Indian']
7 Days Kitchen,Marathahalli,500,3.3,4,"['North Indian', 'Chinese']"
VRS Food Zone,Ejipura,100,3.3,5,"['Chinese', 'Fast Food']"
NY8LIFE,BTM,300,3.3,5,"['North Indian', 'Rolls', 'Biryani']"
Ambur Biryani Point,Sarjapur Road,150,3.3,8,['Biryani']
Feast and Burp,Bannerghatta Road,300,3.3,4,['North Indian']
Alif Baa Restaurant,Hennur,350,3.3,22,['North Indian']
The Timber Times Cafe,Malleshwaram,400,3.3,6,['Cafe']
Udupa Fast Food,Rajajinagar,400,3.3,4,['South Indian']
Food Land,Vijay Nagar,450,3.3,4,"['Arabian', 'Chinese', 'North Indian', 'Mangalorean']"
Chilli Park,Electronic City,300,3.3,5,"['North Indian', 'Chinese', 'Fast Food']"
Ruchi Restaurant,Jalahalli,300,3.3,16,['Kerala']
The Shake Factory Originals,Bannerghatta Road,200,3.3,8,"['Beverages', 'Fast Food']"
F3 Food Fun Fiesta,Bannerghatta Road,500,3.3,31,"['Chinese', 'Fast Food', 'North Indian']"
Hotel A-1,Electronic City,300,3.3,5,"['North Indian', 'Chinese']"
Estaa Sweets,Marathahalli,300,3.3,6,"['Mithai', 'Desserts']"
The Crunch,Brookefield,300,3.3,6,['Beverages']
Ghee Rice Family Restaurant,Wilson Garden,600,3.3,16,"['North Indian', 'Chinese', 'Biryani']"
Food Paradise,Whitefield,500,3.3,12,"['North Indian', 'Chinese', 'Bengali', 'Biryani']"
Taste of Kerala,Kalyan Nagar,300,3.3,7,['Kerala']
Ambur Dum Biriyani,Electronic City,300,3.3,5,"['Biryani', 'Kebab']"
GR Foods,BTM,350,3.3,5,"['Andhra', 'Biryani']"
Kitchen 8575,Hebbal,400,3.3,7,"['North Indian', 'Chinese', 'Biryani', 'Seafood']"
Keerthi Restaurant,Sarjapur Road,300,3.3,11,"['North Indian', 'Chinese']"
Sweet Tooth - Do you have one?,Whitefield,600,3.3,4,"['Bakery', 'Desserts']"
KBC - Kebab Biryani Curry,KR Puram,400,3.3,40,"['North Indian', 'Chinese', 'Kebab', 'Biryani']"
Davanagere Butter Dosa Hotel,Rajajinagar,150,3.3,5,['South Indian']
Vani Hindu Military Hotel,Indiranagar,250,3.3,4,['South Indian']
S L N Paratha Center,New BEL Road,200,3.3,14,['North Indian']
Ambur Dum Biryani,Rammurthy Nagar,250,3.3,6,"['Biryani', 'Kebab']"
New Gowda's Fried Chicken,Banashankari,300,3.3,13,['Biryani']
Shiva's Naram Garam,Banaswadi,250,3.3,4,"['North Indian', 'Chinese']"
Prerna Homemade Punjabi Food,RT Nagar,300,3.3,5,['North Indian']
Maarish Food Joint,Rajajinagar,250,3.3,6,['South Indian']
Roll Wala,JP Nagar,300,3.3,7,"['Rolls', 'Juices']"
GET ur FIX @ Chote Miya,New BEL Road,300,3.3,4,['Fast Food']
Al Madhina Roll House,Kalyan Nagar,300,3.3,6,"['North Indian', 'Chinese']"
Sai Juice Junction,Residency Road,200,3.3,5,"['Fast Food', 'Juices']"
Kapoor's Biriyani,BTM,400,3.3,334,"['Biryani', 'North Indian']"
Lassi Cool,Bommanahalli,150,3.3,4,"['Beverages', 'Ice Cream']"
The Fresh Wok,BTM,600,3.3,10,['Asian']
Star Kitchen,Bommanahalli,250,3.3,9,"['Chinese', 'North Indian', 'Biryani']"
RSS Donne Biryani,BTM,300,3.3,64,['Biryani']
Green Paprika,Church Street,"1,000",3.3,7,"['North Indian', 'South Indian', 'Continental']"
Sangam Military Hotel,Jayanagar,250,3.3,15,['South Indian']
Desi Adda,BTM,300,3.3,22,"['North Indian', 'Chinese']"
Gongura Biriyani House,Nagawara,700,3.3,6,"['Andhra', 'Biryani']"
Bismillah Star Briyani,Jalahalli,200,3.3,7,['Biryani']
The Combo House,Marathahalli,500,3.3,8,"['Fast Food', 'North Indian', 'Chinese', 'Biryani']"
Delhi Food Point,Koramangala 1st Block,250,3.3,916,"['North Indian', 'Beverages']"
Visthaara Restaurant,Mysore Road,700,3.3,23,"['South Indian', 'North Indian', 'Chinese', 'Seafood']"
Amar Hotel,Yelahanka,250,3.3,21,"['North Indian', 'South Indian']"
Northern Flavours,Kaggadasapura,250,3.3,7,"['Fast Food', 'Chinese', 'North Indian']"
Cold Fusion,Rammurthy Nagar,350,3.3,12,"['Desserts', 'Ice Cream', 'Salad']"
CocoFresh,"Brookefields Mall, Brookefield",300,3.3,4,['Beverages']
Karnataka Biryani Point,Basaveshwara Nagar,200,3.3,4,['Biryani']
SKS Veg Corner,Sahakara Nagar,300,3.3,43,['South Indian']
Himalaya Chicken World,Jalahalli,600,3.3,12,"['North Indian', 'Arabian', 'Fast Food', 'Chinese']"
Yummy Momos,Kumaraswamy Layout,200,3.3,8,"['Momos', 'Chinese']"
Falafal,City Market,200,3.3,4,"['Healthy Food', 'Juices']"
Big Mama,HSR,600,3.3,6,"['Cafe', 'Continental', 'Italian']"
Joshitha Andra Mess,Electronic City,250,3.3,10,"['Andhra', 'Biryani']"
Blu Dale Fast Food,Ejipura,250,3.3,7,"['Chinese', 'North Indian', 'Andhra', 'Seafood']"
Shree Annapoorneshwari Mess,Indiranagar,200,3.3,7,['South Indian']
Celebrations 365,Brookefield,350,3.3,6,"['Desserts', 'Ice Cream']"
The Thali Company,HSR,600,3.3,7,"['North Indian', 'Lucknowi']"
Kabab Palace,Nagawara,600,3.3,9,"['North Indian', 'Chinese', 'Rolls']"
Crack That,Bellandur,500,3.3,6,['Continental']
OMG Biriyani,BTM,600,3.3,20,"['Biryani', 'Andhra', 'Chinese']"
Al-Madina,BTM,500,3.3,9,"['North Indian', 'Chinese']"
Shri Sai Ram Andhra Hotel,Bellandur,300,3.3,5,"['South Indian', 'North Indian']"
Bihari Mess,Rajarajeshwari Nagar,300,3.3,6,"['North Indian', 'Chinese']"
Sana's Restaurant,Sarjapur Road,600,3.3,19,"['Biryani', 'Chettinad', 'South Indian', 'Chinese']"
Rudra Tiffin Service,Domlur,250,3.3,4,['North Indian']
Cafe Lassi Lab,New BEL Road,300,3.3,6,"['Fast Food', 'Beverages']"
Swarga Ruchi,Basavanagudi,200,3.3,12,['South Indian']
Sri Balaji Hotel,KR Puram,500,3.3,6,"['South Indian', 'North Indian', 'Chinese']"
Ashirvad Veg,Marathahalli,300,3.3,9,['South Indian']
Carlos Cake Cafe,Marathahalli,300,3.3,8,"['Bakery', 'Desserts']"
Ambur Star Dum Biryani,Sarjapur Road,250,3.3,4,['Biryani']
New GFC Dum Biryani,Nagarbhavi,250,3.3,4,['Biryani']
Ice Park Juice Centre,Old Airport Road,150,3.3,4,"['Beverages', 'Fast Food']"
Davanagere Benne Dosa,Yeshwantpur,100,3.3,5,['South Indian']
Bangarpet Chats,Brookefield,200,3.3,5,['Beverages']
Prem's Biriyani,Electronic City,300,3.3,7,"['Biryani', 'Fast Food']"
Hotel Triloka,Whitefield,400,3.3,7,['North Indian']
Armani Kabab Centre,Richmond Road,300,3.3,4,"['North Indian', 'Fast Food']"
The Club,Mysore Road,750,3.3,4,"['North Indian', 'South Indian', 'Chinese']"
No More Hungry,Jeevan Bhima Nagar,450,3.3,216,['North Indian']
Gowdru Military Hotel,Basavanagudi,150,3.3,6,"['Biryani', 'Seafood', 'South Indian']"
H3O,Rajajinagar,"1,000",3.3,5,"['North Indian', 'Chinese']"
Arabian Mexico,Bannerghatta Road,400,3.3,53,"['Fast Food', 'Arabian']"
Shawarma & Kolkata Rolls,New BEL Road,100,3.3,4,"['Rolls', 'Fast Food']"
Kentaky Fast Food,Basaveshwara Nagar,350,3.3,47,"['North Indian', 'Chinese', 'Seafood']"
Al Diwan Biryanis And More,Basavanagudi,300,3.3,15,['Biryani']
Shivas Family Restaurant,New BEL Road,550,3.3,8,"['North Indian', 'Chinese']"
Kings Kitchen,Koramangala 1st Block,500,3.3,7,"['Biryani', 'North Indian']"
Vyanjan,Electronic City,400,3.3,12,"['North Indian', 'Chinese']"
EC Dine Restaurant,Electronic City,500,3.3,24,"['South Indian', 'North Indian', 'Kerala']"
Gowdru Hatti Family Restaurant,Nagarbhavi,400,3.3,6,"['South Indian', 'Biryani']"
New Karavali Restaurant,Yeshwantpur,450,3.3,5,"['North Indian', 'Seafood', 'Mangalorean']"
Hotel Dream Land Family Restaurant,Mysore Road,400,3.3,4,"['North Indian', 'Chinese', 'Hyderabadi']"
Fresh Bowl,Old Airport Road,400,3.3,4,"['Chinese', 'North Indian', 'Fast Food']"
Freshkhilao,Brookefield,750,3.3,377,"['Chinese', 'North Indian', 'Biryani', 'Juices']"
Basava Bhavana (B2),HSR,200,3.3,4,['South Indian']
Akshya Family Restaurant,Yelahanka,400,3.3,7,"['North Indian', 'Chinese']"
Fitnest,BTM,350,3.3,17,"['Healthy Food', 'North Indian']"
Cream and Bakes,Basaveshwara Nagar,100,3.3,8,['Desserts']
Chaat Express,HSR,200,3.3,17,"['Fast Food', 'North Indian']"
Pathankot Punjabi Restaurant,Bellandur,350,3.3,7,['North Indian']
Zyana Food Corner,Rammurthy Nagar,130,3.3,4,"['Fast Food', 'Rolls']"
Lotus,RT Nagar,300,3.3,12,"['South Indian', 'Biryani']"
Wazir's,Shanti Nagar,500,3.3,262,"['North Indian', 'Chinese']"
Punjabi Food,Sahakara Nagar,350,3.3,4,['North Indian']
Akshaya Family Restaurant,Banaswadi,150,3.3,4,"['South Indian', 'North Indian']"
Eat Eroo - Bombay Vada Pav,Brookefield,200,3.3,4,"['Street Food', 'Maharashtrian']"
Indie Fusion Multi Cuisine Restaurant,Kalyan Nagar,400,3.3,4,"['Fast Food', 'Arabian', 'North Indian']"
SK Tiffins Corner,Banaswadi,100,3.3,4,['South Indian']
Rabbit Paradise,Sahakara Nagar,350,3.3,4,['Andhra']
Wakhra Swaad,Electronic City,300,3.3,85,"['North Indian', 'Biryani', 'Rolls', 'Beverages']"
Lassi Pot,HSR,100,3.3,7,['Beverages']
Fresh Bites,Indiranagar,450,3.3,18,"['Fast Food', 'Chinese']"
Jodhpur Jaika,Bommanahalli,200,3.3,4,"['North Indian', 'Street Food']"
Chaat Cafee,JP Nagar,150,3.3,4,"['Street Food', 'Juices']"
Engine,Ulsoor,950,3.3,16,"['Biryani', 'South Indian', 'North Indian', 'Chinese', 'Mughlai']"
New Mangalore Lunch Home,Banashankari,200,3.3,8,"['Mangalorean', 'South Indian', 'North Indian']"
Lazeez Fast Food,New BEL Road,300,3.3,4,"['North Indian', 'Chinese', 'Biryani', 'Rolls']"
S P Dum Biryani,Jeevan Bhima Nagar,400,3.3,77,['Biryani']
Mum’s Kitchen,Marathahalli,200,3.3,119,"['North Indian', 'South Indian']"
Indy Palate,Bellandur,250,3.3,18,"['Continental', 'Biryani', 'Italian', 'North Indian', 'Chinese']"
Hyderabadi Bawarchi,Bannerghatta Road,500,3.3,136,"['North Indian', 'Chinese', 'Biryani']"
Namma Halli Jonne Biryani,Bannerghatta Road,300,3.3,4,['Biryani']
YUNCHI,HSR,300,3.3,4,"['Asian', 'Chinese']"
Aata's Kitchen,Koramangala 1st Block,250,3.3,8,"['South Indian', 'North Indian']"
Twilight Express,Rajarajeshwari Nagar,550,3.3,9,['Fast Food']
Flavors of North,New BEL Road,400,3.3,242,"['North Indian', 'Chinese', 'Biryani']"
Coffee House,Majestic,150,3.3,6,['South Indian']
Amaravati Food Court,Whitefield,300,3.3,7,['Kerala']
Limra Hotel,BTM,300,3.3,26,"['Chinese', 'North Indian']"
Luna Sweets,Frazer Town,100,3.3,5,"['Mithai', 'Street Food']"
Sea Green Cafe,Banashankari,500,3.3,4,"['Cafe', 'Fast Food', 'Beverages']"
M. R. G Sweets Angadi,JP Nagar,150,3.3,9,"['Street Food', 'Mithai']"
Juice Berg,Sarjapur Road,200,3.3,4,['Juices']
Sri Ganesh Fruit Juice Centre,Rajarajeshwari Nagar,100,3.3,7,['Juices']
Status,Bannerghatta Road,600,3.3,67,"['North Indian', 'Chinese']"
7 Hills Restaurant,Banashankari,500,3.3,4,"['North Indian', 'South Indian']"
Raj Bhavan Sweets,RT Nagar,150,3.3,4,"['Mithai', 'Street Food']"
Jade,Hotel Shilton Royale,900,3.3,6,"['Continental', 'American']"
Hotel Renowned,City Market,200,3.3,5,"['North Indian', 'Biryani']"
Wood Rose,Citadel Hotel,"1,000",3.3,8,"['North Indian', 'Chinese', 'Continental']"
Tap House Resto Bar,Electronic City,"1,000",3.3,186,"['Chinese', 'North Indian']"
Food Treat,Bellandur,300,3.3,12,"['North Indian', 'South Indian']"
Santrupti Uttara Karnataka Food Store,Wilson Garden,200,3.3,5,['South Indian']
Rainbow Restaurant,Kengeri,700,3.3,53,"['North Indian', 'Chinese', 'Kerala']"
Ganesh Chats,Jayanagar,100,3.3,4,['Street Food']
Sri Venkateshwara Sweet House,Rajajinagar,100,3.3,8,['Desserts']
Happy Eat,Marathahalli,300,3.3,89,"['Biryani', 'Chinese', 'North Indian']"
Sri Jayalakshmi Bakery,Shanti Nagar,250,3.3,5,"['Bakery', 'Beverages']"
Pops Cake N Cafe,Yelahanka,400,3.3,100,"['Cafe', 'Desserts']"
Sai Super Sandwich,Banashankari,200,3.3,7,"['Sandwich', 'Beverages']"
Akshay Hotel - Gowdru Mane Oota,Rajarajeshwari Nagar,300,3.3,5,['North Indian']
90's Cafe,JP Nagar,500,3.3,6,"['Fast Food', 'Burger']"
Hyderabadi Biriyani,Bellandur,800,3.3,36,"['Biryani', 'Hyderabadi', 'Chinese', 'North Indian']"
A M Biryani Hotel,Bannerghatta Road,300,3.3,6,"['North Indian', 'Chinese', 'Biryani', 'Fast Food']"
Amaravati Food Court,Whitefield,300,3.3,7,['Kerala']
Bettaiah Military Hotel,Shanti Nagar,400,3.3,4,['North Indian']
Hotel Kanchan's Fish & Chicken,Shivajinagar,400,3.3,4,"['South Indian', 'Chinese']"
A Bar,HSR,600,3.3,19,"['North Indian', 'Continental']"
Damodar Seth,Marathahalli,600,3.3,158,"['Bengali', 'Chinese', 'North Indian']"
Chicken County,New BEL Road,400,3.3,194,"['Chinese', 'North Indian']"
Sai Donne Biryani,Indiranagar,300,3.3,9,['Biryani']
Kaati Zone,Marathahalli,350,3.3,186,"['Fast Food', 'Biryani', 'Rolls']"
Mexican Taste,New BEL Road,200,3.3,9,"['Fast Food', 'Burger', 'Rolls', 'Salad']"
Skywalk Restobar,Koramangala 1st Block,700,3.3,5,"['North Indian', 'South Indian']"
Mishra Pedha,Richmond Road,300,3.3,4,"['Mithai', 'Bakery']"
Scoops N Smiles,Rajajinagar,200,3.3,8,"['Desserts', 'Sandwich', 'Pizza', 'Burger']"
Meraki Patisserie,Jayanagar,350,3.3,6,"['Bakery', 'Desserts']"
Biryani Bowl,Whitefield,550,3.3,10,"['Biryani', 'Andhra']"
"Cakes, Crumbs & Magic",Kalyan Nagar,300,3.3,4,['Bakery']
Parathe Ghar Ke,Bellandur,300,3.3,4,['North Indian']
Kolkata Famous Kati Roll,Yelahanka,100,3.3,6,['Rolls']
Biryani Darbar,Electronic City,600,3.3,12,"['Biryani', 'Chinese']"
Sandras Bar & Restaurant,Thippasandra,600,3.3,11,"['North Indian', 'Chinese']"
Benaka Sweets,Vijay Nagar,300,3.3,7,['Mithai']
Biriyani Paradise,Yeshwantpur,450,3.3,211,"['Biryani', 'North Indian', 'Chettinad']"
New Rajalakshmi Sweets,Whitefield,300,3.3,6,['Mithai']
The Green House Family Restaurant,Majestic,700,3.3,13,"['North Indian', 'Chinese', 'Seafood', 'Biryani']"
Fresh Bites,Koramangala 1st Block,400,3.3,16,"['Italian', 'Fast Food']"
Swasth Express,"Inorbit Mall, Whitefield",200,3.3,6,['Fast Food']
Uncle's Kitchen,BTM,450,3.3,6,"['North Indian', 'Chinese', 'Fast Food']"
Thiruvithamkoor Restaurant,Sarjapur Road,400,3.3,297,"['Kerala', 'Seafood', 'South Indian', 'Biryani']"
SVKP Daily Fresh,Banashankari,350,3.3,5,['South Indian']
New Prashanth Hotel,Rajajinagar,400,3.3,5,"['South Indian', 'Biryani']"
Indian Chicken Biryani Point,Richmond Road,300,3.3,9,"['Biryani', 'South Indian']"
Garden Bar & Restaurant,Yelahanka,650,3.3,4,"['North Indian', 'Chinese']"
Book My Cakes,Old Airport Road,300,3.3,4,['Bakery']
Vaigai Express,"Virginia Mall, Whitefield",400,3.3,9,"['South Indian', 'North Indian', 'Chinese']"
Gruhalakshmi Home Foods,Bommanahalli,250,3.3,5,['Mithai']
Zaikedar Kitchen,HSR,400,3.3,18,['North Indian']
Tasty Point,Bannerghatta Road,300,3.3,10,"['Burger', 'Sandwich', 'Finger Food']"
A1 Hot Dum Biryani,Whitefield,150,3.3,5,['Biryani']
Apple Cafe,Marathahalli,300,3.3,14,"['Beverages', 'Fast Food']"
Just Momo,HSR,200,3.3,21,['Chinese']
Urban Delicacy,Hebbal,600,3.3,11,"['Andhra', 'Chinese']"
Abhiruchi Hotel,Bannerghatta Road,550,3.3,473,"['Andhra', 'Biryani', 'North Indian', 'Chinese']"
Food Corner,RT Nagar,250,3.3,7,"['North Indian', 'Chinese', 'Fast Food']"
Kanti's,Thippasandra,300,3.3,66,"['Mithai', 'Street Food']"
PMR Restaurant,Whitefield,300,3.3,4,['North Indian']
Wheat House,HSR,400,3.3,11,"['Kerala', 'South Indian', 'Fast Food']"
Swiss Bakery Cafe - Gokulam Grand Hotel & Spa,"Gokulam Grand Hotel & Spa, New BEL Road",400,3.3,6,"['Cafe', 'Bakery']"
Murugan Mess,Frazer Town,150,3.3,7,['South Indian']
Ambur Hot Dum Biryani,Ejipura,100,3.3,8,['Biryani']
Ice Berg,Kammanahalli,300,3.3,9,['Fast Food']
Quiznos,Sarjapur Road,500,3.3,17,['American']
The Kitchen Story,HSR,300,3.3,20,"['North Indian', 'Chinese', 'American']"
Big Mishra Pedha,Bannerghatta Road,300,3.3,7,"['Mithai', 'Desserts', 'Fast Food']"
Madurai Idly Dosai Centre,Banaswadi,150,3.3,16,['South Indian']
Hotel Girija Sagar,Sadashiv Nagar,200,3.3,6,['South Indian']
Eat N Pack,BTM,150,3.3,4,['Kerala']
Adi's Cake N Cafe,Bannerghatta Road,400,3.3,4,['Bakery']
Hot Coffee,Rajajinagar,150,3.3,4,"['South Indian', 'Chinese', 'Beverages']"
Atithi Biryani Corner,JP Nagar,200,3.3,5,"['Biryani', 'South Indian']"
Public Khana,BTM,200,3.3,18,"['South Indian', 'North Indian']"
Deshi Fusion Pizza,Old Madras Road,750,3.3,76,"['Pizza', 'Chinese', 'Rolls']"
M.M.A. Kabab's & Biriyani Center,Brookefield,400,3.3,810,"['Arabian', 'Mughlai', 'Chinese', 'Kebab', 'Fast Food']"
Fahad Hotel,Jayanagar,200,3.3,4,['Fast Food']
Palos,Marathahalli,300,3.3,54,"['Chinese', 'North Indian']"
Sober Turtle,Koramangala 4th Block,250,3.3,39,"['Street Food', 'Sandwich', 'Beverages']"
FRYBIES,"Gopalan Innovation Mall, Bannerghatta",350,3.3,15,['Fast Food']
The Mirchi,Electronic City,400,3.3,23,"['Chinese', 'North Indian', 'Bengali']"
Jigani Dum Biryani Centre,Electronic City,150,3.3,7,['Biryani']
Wow! Sikkim Momo,New BEL Road,150,3.3,18,"['Chinese', 'North Indian', 'Momos']"
Orchard Fresh,Brookefield,400,3.3,21,"['Ice Cream', 'Desserts']"
Al-Taj Restaurant,Rajajinagar,600,3.3,10,"['South Indian', 'North Indian', 'Chinese']"
BTM Cakes,BTM,400,3.3,9,"['Bakery', 'Desserts']"
Woodfire Biryani,Whitefield,250,3.3,50,"['North Indian', 'South Indian', 'Biryani']"
Naadan Bhakshanasaala,Electronic City,250,3.3,12,"['Kerala', 'South Indian']"
Santrupthi Khanavalli,CV Raman Nagar,200,3.3,4,['South Indian']
New Udupi Grand,Rajajinagar,250,3.3,8,"['South Indian', 'North Indian', 'Chinese', 'Street Food']"
Davanagere Bene Dosa Hotel,Rajajinagar,100,3.3,4,['South Indian']
AM WOW,Jayanagar,100,3.3,6,['Beverages']
Sri Krishna Nandagokula,Rammurthy Nagar,200,3.3,5,"['South Indian', 'Chinese']"
Godhavari,Marathahalli,"1,000",3.3,4,"['Seafood', 'Andhra']"
Doon Food Court,Jalahalli,400,3.3,201,"['North Indian', 'Chinese', 'Biryani', 'Kebab']"
Arabian Mexico,Bannerghatta Road,400,3.3,53,"['Fast Food', 'Arabian']"
Al Ghani Resetaurant,Kammanahalli,400,3.3,4,"['Mughlai', 'Biryani']"
Fries King,Yeshwantpur,200,3.3,4,"['Fast Food', 'Burger']"
Grub by 3G's,Malleshwaram,"1,500",3.3,4,"['Continental', 'North Indian']"
South Side,BTM,250,3.3,6,"['South Indian', 'Beverages']"
Maddy's Katti Cafe,Rajajinagar,400,3.3,71,"['Fast Food', 'Beverages']"
Konaseema Grand,Whitefield,"1,000",3.3,379,"['North Indian', 'Mughlai', 'Andhra', 'Biryani']"
Manju's Kitchen,Indiranagar,300,3.3,14,['Chinese']
Tasty Khaana Khazana,Bommanahalli,300,3.3,6,['North Indian']
Juice Day,Kalyan Nagar,150,3.3,4,"['Beverages', 'Juices', 'Finger Food']"
Dindigul Time Pass Restaurant,HSR,700,3.3,117,"['South Indian', 'North Indian', 'Chinese', 'Biryani']"
Smoke-A-Pot,JP Nagar,600,3.3,94,"['Biryani', 'Kebab', 'Rolls']"
Sri Bahubali Andhra Style Family Restaurant,Yelahanka,450,3.3,8,"['Andhra', 'North Indian', 'Biryani']"
Classic Shop,"Skywalk, Ulsoor",150,3.3,6,"['Juices', 'Beverages']"
NY Pizza And Waffles,Sarjapur Road,300,3.3,15,"['Pizza', 'Fast Food']"
Food Point Family Restauarant,Electronic City,700,3.3,6,"['North Indian', 'Chinese', 'Mughlai']"
Punjabi Chulla,Bellandur,300,3.3,12,['North Indian']
Star Ambur Dum Biryani,Electronic City,200,3.3,6,['Biryani']
Mary Cafe,Thippasandra,150,3.3,17,"['Chinese', 'South Indian']"
7 Wonders Pastry Palace,Nagarbhavi,500,3.3,6,"['Bakery', 'Desserts']"
Nandana Mess,Bellandur,350,3.3,8,"['South Indian', 'Chinese']"
Delhite Food,Bellandur,300,3.3,14,['North Indian']
Salkara Malabar Kitchen,BTM,300,3.3,4,"['North Indian', 'Chinese']"
Swad 'E' Punjab,Electronic City,500,3.3,220,"['North Indian', 'Chinese', 'Mughlai']"
Real Ambur Dum Biryani,Whitefield,250,3.3,4,"['Biryani', 'Fast Food']"
Anika's India Kitchen,HSR,250,3.3,6,"['Biryani', 'North Indian']"
Hotel Paradise,Jayanagar,200,3.3,5,['Fast Food']
Frozen Bite,Kaggadasapura,250,3.3,11,['Beverages']
Tasty Khaana Khazana,Bommanahalli,300,3.3,6,['North Indian']
FoodandSnack.com,Bommanahalli,500,3.3,9,"['South Indian', 'North Indian']"
Ambur Hot Dum Biryani,Marathahalli,150,3.3,5,['Biryani']
New Shetty Lunch Home,Rajajinagar,400,3.3,6,"['Mangalorean', 'Seafood', 'South Indian']"
Mayur Veg Restaurant,Vijay Nagar,250,3.3,4,"['South Indian', 'Chinese', 'North Indian', 'Juices']"
SV Juice Corner,JP Nagar,150,3.3,6,"['Beverages', 'Fast Food']"
Juice Fresco,"Elements Mall, Nagawara",150,3.3,15,['Beverages']
Biryani Royals Garden,Kumaraswamy Layout,500,3.3,5,"['North Indian', 'Biryani', 'Mughlai']"
Ghee Biryani House,BTM,400,3.3,9,"['North Indian', 'Biryani', 'Chinese', 'Arabian']"
Kolkata Famous Kati Roll,Bellandur,100,3.3,7,"['Fast Food', 'Rolls']"
New Kadai,RT Nagar,400,3.3,18,"['North Indian', 'Chinese']"
Borah's Kitchen,BTM,250,3.3,12,"['North Indian', 'Chinese']"
Manashi Paratha and Pav Bhaji,HSR,100,3.3,6,"['North Indian', 'Street Food']"
Bangarpet Chats Corner,Rajajinagar,150,3.3,7,['Street Food']
The Charlton Bar,"Ballal Residency, Residency Road","1,000",3.3,4,"['Chinese', 'North Indian']"
Pizza Baker's,Nagawara,450,3.3,16,"['Pizza', 'Burger', 'Fast Food', 'Beverages']"
Sahithya Foodies,Vijay Nagar,200,3.3,4,['Fast Food']
Mini Forest,"Quality Inn - Shravanthi,",500,3.3,6,"['Fast Food', 'Desserts']"
Kushal's Kitchen,Bommanahalli,650,3.3,4,"['North Indian', 'South Indian']"
Raidan Oven,Frazer Town,300,3.3,5,"['Rolls', 'Arabian']"
Gate Of Karama,Jalahalli,600,3.3,7,"['North Indian', 'Chinese']"
