rest_name
Punjab Grill
Brahmin's Coffee Bar
Punjab Grill
Apsara Ice Cream
Polar Bear
Le Arabia
Pot-O-Noodles
Pot-O-Noodles
Hari Super Sandwich
GMT - Gelateria Montecatini Terme
GMT - Gelateria Montecatini Terme
Biryani Kitchen
The Higher Taste
Namma Kudla
Om Sai Skanda Dosa Camp
Ambrosia
Holige Mane
Le Arabia
Pita Pit
Hotel Annapoorna
Udupi Sri Krishna Bhavan
Kapoor's Cafe
Poha On Wheels
Hotel Janatha
Sri Udupi Park
Upahara Darshini
Ambur Biryani Point
Sagar Fast Food
Udupi Grand
Hotel Janatha
Tandoor Hut
Delicious Momos
Udupi Vaibhav
Vietnamese Kitchen
Holige Mane
Brownie Heaven
Hatch
Davanagere Benne Dose
Chocoberry
Udupi Sri Krishna Bhavan
Karachi Bakery
@Italy
Savi Sagar
Shanthi Sagar
Udupi Grand
Rajanna Military Hotel
Hatch
Amma's Pastries
Sunny's
Andhra Ruchulu
Andhra Biryanis
Dakshin Cafe
Biryani Kitchen
Matru Sagar
Halli Mane
Adithya
Eat Eroo - Bombay Vada Pav
Dhadoom
Hari Super Sandwich
Kava - Fairfield by Marriott
Upahara Darshini
New Krishna Sagar
Davanagere Benne Dose
Mayuri
Rolls Kitchen
Upahara Darshini
The London Shakes
Andhra Biryanis
Udupi Ruchi
Kapoor's Cafe
Petoo
Nisarga Garden
Bun Town
Udupi Gardenia
Sangam Sweets
Go Italia
Petoo
Brownie Heaven
Shuchi Ruchi
Juice Junction
Kabab Magic
Sri Krishna Sagar
Donne Biriyani House
Savi Sagar
Sagar
Fishing Boat
Karachi Bakery
Karavali Lunch Home
Five Star Chicken
Chowmein
Royal Biriyani House
Udupi Sri Krishna Cafe
Raidan Restaurant
Vyanjan
Hot Coffee
Food And You
The Paratha Stories
Parathe Wali Gali
Hotel Janatha
New Prashanth Hotel
Biryani Day
Shiv Sagar
Om Sai Skanda Dosa Camp
Chai Cafe
Mayura Grand
Gelato Italiano
Brahmin's Coffee Bar
Hotel Prashanth
Udupi Upahar
Funky Punjab
Atithi
Namma Kudla
Koshy's
Rishi's Paratha Plaza
Five Star Chicken
Swathi Restaurant
Delicious Momos
Shanthi Sagar
Sagar Fast Food
Cinnamon
Swathi Restaurant
Bangalore Agarwal Bhavan
Kidilum
Jai Mataji Farshan & Sweets
Bhavani Restaurant
Gowdru Hotel
The Krishna Grand
Gowdru Hotel
New Prashanth Hotel
Kolkata Famous Kati Roll
Classic Shop
Biryani Palace
The Belgian Waffle Co.
Rishi's Paratha Plaza
No 10 Fort Cochin
Sri Saravana Bhavan
Naati Manae
Raidan Restaurant
Kairali Restaurant
Kava - Fairfield by Marriott
Petoo
Godavari Delights
Gowdru Military Hotel
Jodhpur Sweets
New Udupi Upahar
Chai Darbaar
Biryani Day
Donne Biriyani House
Kolkata Famous Kati Rolls
Krishna Sagar
Bharathi Refreshments
Juice Berg
Hotel New Karavali
New Kadai
New Krishna Sagar
Bun Town
Sri Udupi Deluxe
Donne Biriyani Mane
Chowmein
Indian Paratha House
Eagles Pizza
Little Bites
Indian Paratha House
Srinidhi Sagar
MAD Belgian Waffles
Tasty Bites
Sri Ganesh Juice Junction
Lassi Corner
Donne Biryani House
The Krishna Grand
Davanagere Butter Dosa Hotel
Desi Dhaba
Daily Sushi
The Belgian Waffle Co.
Noodles
Funky Punjab
Kabab Mehal
Savi Sagar
Tandoori Club
Food Zone
Punjab Junction
Dosa Time
White Horse
Utsav Restaurant
Hatti Punjab Di
Sri Sagar
Eagles Pizza
