rest_index,rest_name,locality,cost_for_two,rating,votes,score,cuisines
883,Cafe Braqa,Indiranagar,700,4.1,148,4.0,"['Cafe', 'Italian', 'Continental', 'Beverages']"
832,Cafe Arabica,Frazer Town,700,4.1,148,4.0,"['Cafe', 'Bakery', 'Arabian', 'Fast Food']"
1077,Dakshin Cafe,JP Nagar,100,4.1,148,4.0,['South Indian']
738,Fresh Pressery Cafe,Koramangala 5th Block,"1,200",4.1,148,4.0,"['Cafe', 'Healthy Food', 'Salad', 'Beverages', 'Desserts']"
538,Sri Krishna Upahara,Yelahanka,250,4.2,74,3.999,"['North Indian', 'South Indian']"
1024,Grillopia,BTM,"1,000",4.1,146,3.998,"['Italian', 'American', 'Fast Food', 'Wraps', 'Rolls', 'Salad']"
836,re:cess - Hilton Bangalore Embassy GolfLinks,"Hilton Bangalore Embassy GolfLinks, Domlur","1,200",4.1,146,3.998,"['South Indian', 'North Indian', 'Continental', 'European']"
749,D'7 Feast Resto Cafe,New BEL Road,600,4.1,146,3.998,"['Burger', 'Pizza', 'Continental']"
740,Sai Foods,Brookefield,200,4.1,146,3.998,['North Indian']
1066,The C@fe,Kanakapura Road,600,4.1,145,3.998,"['North Indian', 'Chinese', 'Fast Food', 'Continental', 'Bakery']"
964,Hotel Salam,HSR,400,4.1,143,3.997,"['North Indian', 'Chinese', 'Biryani']"
1085,Roti Ghar Ki,Whitefield,400,4.1,143,3.997,"['North Indian', 'Chinese', 'Biryani']"
725,Sagar Fast Food,Koramangala 8th Block,300,4.1,142,3.996,"['South Indian', 'North Indian', 'Street Food', 'Chinese']"
1493,Paradise,Indiranagar,800,4.0,3322,3.996,"['Biryani', 'North Indian', 'Kebab']"
1558,Ruh,Bellandur,"1,000",4.0,3111,3.995,"['North Indian', 'Mughlai', 'Mediterranean', 'Iranian']"
1172,Om Made Cafe,Koramangala 5th Block,"1,300",4.0,2749,3.995,"['Cafe', 'Continental', 'European', 'Juices']"
1185,Ji Hazoor,Whitefield,"1,100",4.0,2885,3.995,"['Mughlai', 'North Indian', 'Biryani', 'Afghan']"
1241,The Humming Tree,Indiranagar,"2,000",4.0,2438,3.994,"['Fast Food', 'European']"
806,Magic Oven,Electronic City,400,4.1,139,3.994,"['Cafe', 'Desserts']"
1539,Happy Brew,Koramangala 5th Block,"1,000",4.0,2192,3.993,"['Continental', 'American', 'Chinese', 'BBQ', 'Salad']"
1325,Maiyas,Jayanagar,200,4.0,1790,3.992,"['North Indian', 'South Indian', 'Fast Food', 'Juices']"
1422,Loveshack,Domlur,"1,600",4.0,1829,3.992,"['Continental', 'Pizza', 'North Indian', 'Goan', 'Cafe']"
1156,154 Breakfast Club,Koramangala 3rd Block,900,4.0,1543,3.991,"['Cafe', 'Continental']"
775,Sabari Juice Junction,Jeevan Bhima Nagar,250,4.1,132,3.99,"['Beverages', 'Sandwich']"
1159,The Local - Terrace Drinkery,Koramangala 6th Block,"1,000",4.0,1417,3.99,"['Continental', 'American', 'Pizza', 'BBQ']"
1347,Lakeview Milkbar,MG Road,450,4.0,1485,3.99,"['Desserts', 'Fast Food', 'Beverages']"
1432,Hyderabadi Spice,Electronic City,600,4.0,1403,3.99,"['Biryani', 'North Indian']"
1167,Attic Lounge,Koramangala 4th Block,700,4.0,1270,3.989,['Cafe']
1511,Le Rock,Brigade Road,"2,000",4.0,1226,3.988,"['Continental', 'Chinese']"
1117,Halli Mane,Malleshwaram,250,4.0,1205,3.988,"['South Indian', 'North Indian', 'Chinese']"
1365,Southindies,Indiranagar,800,4.0,1233,3.988,"['South Indian', 'Chettinad', 'Kerala', 'Sri Lankan']"
1472,Indian Coffee House,Church Street,200,4.0,1227,3.988,['South Indian']
1051,The Bengaluru Brasserie - Hyatt Centric MG Road,"Hyatt Centric, MG Road","2,000",4.1,129,3.988,"['Continental', 'Asian', 'North Indian', 'South Indian']"
1390,Eurasia Pasta and Barbeque by Little Italy,Jayanagar,"1,200",4.0,1071,3.987,"['Italian', 'Fast Food', 'Salad', 'BBQ']"
1567,Dunkin' Donuts,Brigade Road,550,4.0,1088,3.987,"['Desserts', 'Cafe', 'Beverages', 'Burger', 'Fast Food']"
1496,Rajdhani Thali Restaurant,Indiranagar,900,4.0,1143,3.987,"['Rajasthani', 'Gujarati', 'North Indian']"
1191,Ente Keralam,Ulsoor,"1,300",4.0,1115,3.987,"['Kerala', 'Seafood']"
1573,Pablo's Gastrobar,Whitefield,"1,450",4.0,1097,3.987,"['Finger Food', 'American', 'Asian', 'Italian']"
1425,Herbs & Spices,Whitefield,"1,000",4.0,1118,3.987,"['Italian', 'North Indian']"
736,Cakesta,"Ascendas Park Square, Whitefield",500,4.1,127,3.987,"['Bakery', 'Desserts']"
1209,Noodle Bar,"Phoenix Market City Mall, Whitefield","1,400",4.0,1075,3.987,"['Chinese', 'Momos']"
974,Chantilly,Indiranagar,450,4.1,127,3.987,"['Cafe', 'Bakery']"
741,The Mylapore Cafe,HSR,200,4.1,126,3.986,"['South Indian', 'Kerala']"
1407,Bottle & Glass,Indiranagar,"1,400",4.0,1003,3.986,"['Continental', 'Chinese', 'Italian']"
829,Blend with Benefits,HSR,400,4.1,126,3.986,"['Beverages', 'Juices', 'Sandwich']"
1403,Roving Feast,Banashankari,450,4.0,1061,3.986,"['Italian', 'Continental', 'Fast Food', 'Chinese', 'Momos']"
1187,Xtreme Sports Bar,Sarjapur Road,"1,500",4.0,1000,3.986,"['Continental', 'Chinese', 'North Indian']"
1490,Kabab Magic,Jayanagar,300,4.0,997,3.986,"['Kebab', 'Hyderabadi', 'Chinese']"
1526,Bahar Cafe,Marathahalli,750,4.0,928,3.985,"['Andhra', 'Biryani', 'Chinese', 'Hyderabadi', 'North Indian', 'South Indian']"
1116,Tibetan Mother's Kitchen,Koramangala 7th Block,500,4.0,967,3.985,"['Tibetan', 'Chinese', 'Momos']"
1235,Checkpost,JP Nagar,600,4.0,971,3.985,"['South Indian', 'Seafood', 'North Indian', 'Beverages']"
1459,Momoz,BTM,600,4.0,956,3.985,"['Chinese', 'Momos', 'Seafood']"
1479,20 Feet High,"Amoeba Complex, Brigade Road","1,000",4.0,943,3.985,"['American', 'Continental', 'Steak', 'Salad']"
1487,New Punjabi Food Corner,Electronic City,500,4.0,975,3.985,"['North Indian', 'Chinese']"
1308,Jalpaan,Jayanagar,900,4.0,883,3.984,"['North Indian', 'Continental']"
1484,Peppermill Bistro,New BEL Road,"1,000",4.0,876,3.984,"['Continental', 'European', 'Mediterranean', 'Cafe', 'Steak']"
1367,Mani's Dum Biryani,Bellandur,750,4.0,921,3.984,"['Biryani', 'Andhra']"
1396,Spoonful Of Sugar,Indiranagar,800,4.0,869,3.984,"['Desserts', 'Bakery', 'Cafe']"
1168,Peacock,Indiranagar,"1,200",4.0,875,3.984,"['North Indian', 'BBQ', 'Mughlai']"
1144,Potful,Sarjapur Road,650,4.0,865,3.984,"['Biryani', 'Kebab', 'Rolls', 'Mughlai']"
1211,Basmati Delights,BTM,500,4.0,871,3.984,"['Biryani', 'Chinese', 'Mughlai', 'Fast Food', 'Kebab']"
1300,Airlines Hotel,Lavelle Road,400,4.0,876,3.984,"['South Indian', 'North Indian', 'Street Food']"
1304,Beijing Bites,Koramangala 5th Block,850,4.0,871,3.984,"['Chinese', 'Thai']"
1279,Kund Indian Barbeque,Indiranagar,"1,100",4.0,870,3.984,"['North Indian', 'Mughlai']"
1433,The Grub Central,HSR,700,4.0,834,3.983,"['Cafe', 'Italian', 'Continental']"
1126,Recipe,Kumaraswamy Layout,500,4.0,834,3.983,"['North Indian', 'Chinese', 'Biryani']"
1189,Punjabi Nukkad Pure Veg,HSR,500,4.0,825,3.983,"['North Indian', 'Chinese', 'Juices']"
1565,Gud Dhani,BTM,500,4.0,837,3.983,['Rajasthani']
1335,Hunan,New BEL Road,"1,100",4.0,821,3.983,"['Chinese', 'Thai', 'Momos']"
1207,Hotel Fanoos,Richmond Road,300,4.0,794,3.982,"['Rolls', 'North Indian', 'Kebab']"
726,Café Mor'ish,Richmond Road,700,4.1,120,3.982,"['BBQ', 'Continental', 'Burger', 'Wraps', 'Pizza', 'Cafe']"
1440,Go Italia,Koramangala 6th Block,750,4.0,790,3.982,"['Italian', 'Pizza', 'Fast Food', 'Salad']"
977,Kamat's Palate Korner,Richmond Road,600,4.1,121,3.982,"['North Indian', 'Chinese']"
1418,The Kebab Room - Restaurant & Brewery,Indiranagar,"1,000",4.0,778,3.982,"['Mughlai', 'North Indian']"
1344,Skyline Pizzeria,JP Nagar,600,4.0,802,3.982,"['Cafe', 'Bakery', 'Italian']"
853,Amrutha Sweets,HSR,200,4.1,120,3.982,"['Street Food', 'Mithai']"
1363,Roti Ghar,Basavanagudi,500,4.0,774,3.982,"['North Indian', 'Chinese', 'South Indian']"
911,Namma Banashankari Donne Biryani,JP Nagar,250,4.1,120,3.982,"['Biryani', 'Kebab']"
777,Cafe Treat - The Pride Hotel,The Pride Hotel,"1,000",4.1,121,3.982,"['Continental', 'Asian', 'Italian']"
1107,Bheema's,Church Street,650,4.0,786,3.982,['Andhra']
1110,The Studio Bar,"Orion Mall, Malleshwaram","1,400",4.0,778,3.982,"['Italian', 'American', 'North Indian']"
1120,Sardarji Ka Dhaba,Hosur Road,250,4.0,775,3.982,['North Indian']
1474,Al-Bek,Jayanagar,650,4.0,730,3.981,"['North Indian', 'Mughlai', 'Chinese', 'Seafood']"
1137,Tayabbs,Indiranagar,500,4.0,742,3.981,"['Rolls', 'North Indian', 'Fast Food']"
1121,Aniram's,JP Nagar,500,4.0,748,3.981,"['Chinese', 'North Indian']"
1297,#BEiR,Church Street,"1,100",4.0,763,3.981,"['Finger Food', 'Continental', 'Mexican', 'Burger', 'American', 'Desserts', 'Street Food']"
1346,Midnight Mania,Koramangala 6th Block,700,4.0,736,3.981,"['Pizza', 'Italian', 'Beverages']"
1533,Dadi's Dum Biryani,Bannerghatta Road,800,4.0,752,3.981,"['Biryani', 'North Indian', 'Mughlai']"
1324,Zaatar,Old Madras Road,900,4.0,734,3.981,"['BBQ', 'Arabian', 'North Indian', 'Biryani']"
1098,Wanderers,Kalyan Nagar,"1,500",4.0,699,3.98,"['Continental', 'North Indian', 'South Indian', 'Italian']"
1162,New Uncle Kitchen,Jalahalli,600,4.0,690,3.98,"['North Indian', 'Chinese', 'Biryani']"
1208,Chung Wah,Kalyan Nagar,800,4.0,717,3.98,"['Chinese', 'Thai', 'Momos', 'Vietnamese']"
1424,Zaica Dine & Wine,Nagawara,"1,200",4.0,708,3.98,"['North Indian', 'Mughlai']"
1467,Freskka,New BEL Road,700,4.0,704,3.98,"['Italian', 'American', 'Asian', 'Continental', 'Mexican', 'Momos']"
1188,Tata Cha,Indiranagar,500,4.0,693,3.98,"['Cafe', 'Fast Food', 'Beverages']"
980,99 Variety Dosa and Pav Bhaji,"Krishna Kuteer, HSR",250,4.1,118,3.98,"['South Indian', 'North Indian', 'Street Food']"
1114,The Vape,HSR,800,4.0,686,3.979,"['Asian', 'Beverages']"
1072,Polo Club - The Oberoi,"The Oberoi, MG Road","3,000",4.1,116,3.979,"['American', 'North Indian', 'European', 'Tex-Mex']"
1348,Momo Hut,Koramangala 5th Block,250,4.0,688,3.979,"['Chinese', 'Tibetan', 'Momos']"
1330,Fish & Fries Restaurant,HSR,750,4.0,683,3.979,"['Continental', 'Seafood', 'Bengali', 'Fast Food']"
1200,Saffron Vegetarian Cuisine,Banaswadi,700,4.0,670,3.979,"['North Indian', 'Continental', 'Chinese', 'Mexican', 'Italian']"
839,Cafe Kiara,Jalahalli,300,4.1,116,3.979,"['Cafe', 'Continental', 'Pizza']"
767,Patil Vegetarian,Jalahalli,400,4.1,115,3.978,"['North Indian', 'South Indian', 'Chinese']"
1337,Richie Rich,Race Course Road,450,4.0,635,3.978,"['Desserts', 'Beverages', 'Fast Food', 'Ice Cream']"
1169,Hara Fine Dine,Banashankari,800,4.0,634,3.978,"['North Indian', 'Chinese']"
1065,Copper Chimney,Indiranagar,"1,200",4.1,114,3.977,"['North Indian', 'Biryani']"
473,Sri Sai Ram's,Malleshwaram,200,4.2,63,3.977,['Street Food']
1149,Kava - Fairfield by Marriott,"Fairfield by Marriott,Rajajinagar ","1,800",4.0,620,3.977,"['North Indian', 'South Indian', 'Continental']"
1166,Burp,New BEL Road,800,4.0,622,3.977,"['Cafe', 'Mexican', 'Italian', 'Pizza']"
1227,Koshe Kosha,Koramangala 1st Block,600,4.0,598,3.977,"['Bengali', 'Seafood']"
1522,Maa Da Dhaba,Yelahanka,600,4.0,615,3.977,['North Indian']
1513,Elements Eatery,Frazer Town,"1,100",4.0,615,3.977,"['Continental', 'Steak']"
851,Churrascaria Brazil,Kammanahalli,"1,400",4.1,114,3.977,['European']
1282,Moti Mahal Delux,HSR,"1,000",4.0,586,3.976,"['North Indian', 'Mughlai']"
1460,Keventers,Indiranagar,400,4.0,574,3.976,"['Beverages', 'Desserts', 'Ice Cream']"
1109,Sky Lounge Bar - Svenska Design Hotel,"Svenska Design Hotel, Electronic City","1,500",4.0,578,3.976,"['North Indian', 'Pizza', 'Asian', 'Italian']"
1217,Big Bite,Vijay Nagar,400,4.0,563,3.975,"['Fast Food', 'Street Food', 'Beverages', 'Chinese']"
598,Churn,New BEL Road,250,4.2,62,3.975,"['Desserts', 'Ice Cream']"
1194,Phulke Ghar Ke,Bellandur,300,4.0,549,3.975,"['North Indian', 'Chinese']"
1193,Plated,New BEL Road,800,4.0,567,3.975,"['Cafe', 'Continental']"
878,Butter Side Up,Bellandur,600,4.1,111,3.975,"['Desserts', 'Bakery']"
1481,Euki,Jayanagar,900,4.0,555,3.975,"['Italian', 'Mexican']"
912,Saara's Grill n Spice - SS Lumina Hotel,Koramangala 7th Block,"1,000",4.1,111,3.975,"['North Indian', 'Arabian', 'Beverages']"
1124,Bathinda Junction,HSR,600,4.0,561,3.975,"['North Indian', 'Mughlai']"
783,Delicious Momos,Kammanahalli,450,4.1,112,3.975,"['Chinese', 'Momos']"
1372,Aagaman Veg,Indiranagar,900,4.0,565,3.975,"['North Indian', 'Chinese', 'South Indian']"
1566,Jus' Trufs,Sahakara Nagar,850,4.0,549,3.975,"['Desserts', 'Cafe', 'Pizza', 'Burger']"
683,Tamarind - Taj Bangalore," Taj Bangalore, International Airport","3,000",4.2,62,3.975,"['North Indian', 'Awadhi']"
1456,Wanley,Indiranagar,500,4.0,528,3.974,['Chinese']
1213,Kaafi Desi,Marathahalli,150,4.0,537,3.974,"['North Indian', 'Street Food']"
1362,Chin Lung Resto Bar,Residency Road,"1,000",4.0,525,3.974,"['North Indian', 'Chinese', 'Fast Food']"
1264,East Delicious,Marathahalli,600,4.0,504,3.973,"['Chinese', 'Thai']"
908,UTHRA,Indiranagar,800,4.1,109,3.973,"['North Indian', 'Modern Indian', 'Street Food', 'Fast Food']"
1263,Simhapuri Kitchen,Brookefield,800,4.0,519,3.973,"['Andhra', 'Biryani', 'Chinese', 'South Indian']"
1494,Donne Biriyani House,Indiranagar,300,4.0,506,3.973,['Biryani']
1272,D View Cafe,JP Nagar,"1,000",4.0,514,3.973,"['Cafe', 'Italian', 'Chinese', 'Beverages']"
930,BG's Poolside Bar & Grill,Courtyard & Fairfield by Marriott,"1,800",4.1,109,3.973,"['Mediterranean', 'Italian', 'Mexican']"
1578,Sichuan,HSR,800,4.0,503,3.972,"['Chinese', 'Asian', 'Seafood']"
1517,Saaga - The Royale Senate Hotel,Hebbal,"1,000",4.0,502,3.972,"['North Indian', 'Mangalorean', 'Chinese', 'Thai', 'Continental']"
766,The Arabesque Cafe,Koramangala 4th Block,600,4.1,108,3.972,"['American', 'Continental', 'Chinese']"
1545,Chaarcoal,"Bangalore Central, Bellandur","1,200",4.0,482,3.971,['North Indian']
1278,Rajathadri Food Fort,Jayanagar,600,4.0,475,3.971,"['South Indian', 'North Indian', 'Chinese', 'Street Food']"
320,Frolic,Koramangala 7th Block,200,4.3,42,3.971,"['Juices', 'Ice Cream']"
1197,Dhaba Social,Brookefield,700,4.0,479,3.971,['North Indian']
772,Sizzling Pasto,Marathahalli,"1,100",4.1,107,3.971,"['Continental', 'Chinese', 'North Indian']"
948,Amber Rush Restobar,Residency Road,"1,000",4.1,107,3.971,"['Continental', 'Chinese', 'Fast Food']"
290,Behrouz Biryani,Bellandur,650,4.3,42,3.971,['Biryani']
1276,Grow Fit,Koramangala 6th Block,500,4.0,457,3.97,"['Healthy Food', 'North Indian', 'Thai']"
1096,Fat Buddha,Cunningham Road,"1,000",4.0,461,3.97,"['Chinese', 'Thai']"
1430,9D Foods,Marathahalli,400,4.0,464,3.97,"['North Indian', 'Street Food']"
1544,Delite Chaat House,Indiranagar,300,4.0,456,3.97,"['Street Food', 'Gujarati']"
1237,Mughal Treat,HSR,600,4.0,449,3.969,"['North Indian', 'Chinese', 'Mughlai']"
1529,The Watering Hole,Rajarajeshwari Nagar,"1,200",4.0,441,3.969,"['Chinese', 'Continental', 'North Indian', 'Seafood']"
982,Madeena Hotel,Koramangala 5th Block,400,4.1,105,3.969,"['North Indian', 'Mughlai', 'Biryani']"
1382,Sangria Wine Lounge,New BEL Road,"1,000",4.0,427,3.968,"['Continental', 'Chinese']"
1226,Truly Punjab,Koramangala 1st Block,500,4.0,427,3.968,"['North Indian', 'Biryani']"
1293,Krishna Kuteera,Bannerghatta Road,400,4.0,425,3.968,"['South Indian', 'North Indian', 'Chinese']"
1238,Bazaar - Zone By The Park," Zone By The Park, Electronic City","1,400",4.0,428,3.968,"['Continental', 'South Indian', 'North Indian', 'Asian']"
1449,20 Char - Sterlings MAC Hotel,Sterlings Mac Hotel,"1,400",4.0,428,3.968,"['Chinese', 'Continental', 'North Indian', 'South Indian', 'Arabian']"
1183,CloudNYN - Sterling Mac Hotel,Sterlings Mac Hotel,"1,000",4.0,427,3.968,['Finger Food']
1542,Priyadarshini Grand,Basaveshwara Nagar,400,4.0,413,3.967,"['South Indian', 'North Indian', 'Chinese', 'Street Food']"
1482,Deccan House,New BEL Road,350,4.0,413,3.967,"['Hyderabadi', 'Biryani']"
1329,ONE IN A MELON,Koramangala 7th Block,300,4.0,416,3.967,"['Juices', 'Healthy Food']"
1119,Rashtrakutas,HSR,800,4.0,412,3.967,"['South Indian', 'Biryani', 'North Indian']"
907,Teapoy Mutiny,Hennur,500,4.1,103,3.967,"['Cafe', 'Continental', 'American', 'Beverages']"
808,Udupi Vaibhav,Marathahalli,400,4.1,103,3.967,"['South Indian', 'North Indian', 'Chinese']"
709,R K Dosa Camp,Wilson Garden,150,4.1,101,3.966,['South Indian']
850,Chocoberry,Kumaraswamy Layout,300,4.1,101,3.966,"['Bakery', 'Desserts']"
1292,Agent Jack's Bar,Kalyan Nagar,"1,300",4.0,396,3.966,"['Continental', 'North Indian', 'Italian']"
1473,Starbucks Coffee,"Orion Mall, Malleshwaram",700,4.0,405,3.966,"['Cafe', 'Desserts']"
639,Faasos,RT Nagar,500,4.2,58,3.966,"['North Indian', 'Biryani', 'Fast Food']"
1508,Suchithra Biryani House,Marathahalli,650,4.0,401,3.966,"['Andhra', 'Biryani', 'North Indian']"
1393,Maria's Goan Kitchen,HSR,750,4.0,400,3.966,"['Goan', 'Chinese', 'Biryani']"
1383,Brimstone Cafe,HSR,"1,300",4.0,399,3.966,"['Cafe', 'Continental', 'Salad', 'Italian']"
1571,Baba Da Dhaba,Indiranagar,650,4.0,401,3.966,['North Indian']
1093,Patio 805,Jayanagar,"1,200",4.0,389,3.965,"['Thai', 'Vietnamese', 'Asian', 'Chinese']"
1535,New Peking,Kammanahalli,700,4.0,386,3.965,"['Chinese', 'Malaysian']"
712,Liquid Bar - Hyatt Centric MG Road,"Hyatt Centric, MG Road","2,400",4.1,100,3.965,"['Finger Food', 'Continental', 'Chinese']"
1486,Bufferia,Marathahalli,"1,500",4.0,381,3.964,"['Asian', 'Continental', 'European', 'Mediterranean']"
1181,The Terminal,Old Madras Road,"1,000",4.0,381,3.964,"['North Indian', 'Continental', 'Chinese']"
1253,Ramana's,Cunningham Road,850,4.0,381,3.964,"['North Indian', 'Chinese', 'Healthy Food']"
1295,Coastal Hub,Whitefield,700,4.0,368,3.963,"['Kerala', 'Seafood', 'Chinese']"
1548,Moghul Durbar Restaurant,Jayanagar,550,4.0,361,3.963,"['North Indian', 'BBQ', 'Kebab', 'Rolls']"
1423,Devi Uphara,Vijay Nagar,250,4.0,365,3.963,"['North Indian', 'South Indian', 'Chinese', 'Street Food']"
924,Agape,Kalyan Nagar,300,4.1,98,3.963,"['Lebanese', 'Arabian']"
1360,Ganesh Darshan,Jayanagar,150,4.0,367,3.963,['South Indian']
870,WTF,Koramangala 5th Block,600,4.1,97,3.962,"['Cafe', 'Continental']"
1574,Sea Spice by 7 Star,Banashankari,"1,200",4.0,354,3.962,"['Seafood', 'Biryani', 'South Indian', 'North Indian', 'Beverages']"
902,Shudh,Sarjapur Road,300,4.1,97,3.962,['North Indian']
1562,Sri Ayodhya Veg,Vijay Nagar,300,4.0,341,3.961,"['South Indian', 'North Indian']"
1572,24/7 - The Lalit Ashok Bangalore,"The Lalit Ashok Bangalore, Seshadripuram","3,000",4.0,347,3.961,"['Continental', 'North Indian', 'Italian', 'Chinese']"
676,Go Grab Eat,Kumaraswamy Layout,400,4.2,56,3.961,"['North Indian', 'Chinese', 'Rolls']"
1132,Adithya,JP Nagar,300,4.0,343,3.961,"['South Indian', 'North Indian', 'Chinese']"
1465,Shuchi Ruchi,Malleshwaram,350,4.0,345,3.961,"['Chinese', 'North Indian', 'Street Food']"
1497,Akshaya Deluxe,New BEL Road,500,4.0,344,3.961,"['North Indian', 'Chinese', 'Seafood', 'Biryani']"
747,Oh So Stoned!,"Orion Mall, Malleshwaram",250,4.1,96,3.961,"['Beverages', 'Desserts']"
1495,Savi Sagar,Rajajinagar,350,4.0,348,3.961,"['North Indian', 'South Indian', 'Chinese']"
871,Udupi Shubha Sagar Pure Veg,Jakkur,300,4.1,96,3.961,"['South Indian', 'North Indian', 'Chinese', 'Street Food', 'Juices']"
1161,Penthouse Cafe,Banashankari,700,4.0,346,3.961,"['Cafe', 'Italian', 'Continental']"
1498,Samosa Singh,HSR,200,4.0,330,3.96,"['Street Food', 'Rolls']"
1108,Matru Sagar,Kalyan Nagar,300,4.0,332,3.96,"['South Indian', 'North Indian', 'Chinese']"
1427,Mane Ruchi's Palate Restaurant,Nagarbhavi,650,4.0,332,3.96,"['North Indian', 'Chinese']"
1136,The Eatery - Four Points by Sheraton Bengaluru,Four Points by Sheraton Bengaluru Whitefield,"1,700",4.0,330,3.96,"['Continental', 'North Indian']"
776,The Salt Grill - Hilton Bangalore Embassy Golflinks,"Hilton Bangalore Embassy GolfLinks, Domlur","3,000",4.1,95,3.96,"['European', 'Mediterranean', 'Salad']"
937,Bake Addiction,JP Nagar,300,4.1,95,3.96,"['Bakery', 'Desserts']"
1527,Bob's Restaurant,Jeevan Bhima Nagar,500,4.0,331,3.96,"['North Indian', 'Chinese']"
1163,Khana Khazana Xpress,Yelahanka,600,4.0,321,3.959,"['North Indian', 'Chinese', 'Street Food', 'Desserts']"
720,SLV Refreshment,Banashankari,100,4.1,94,3.958,['South Indian']
1154,Al-Sidique,Vijay Nagar,400,4.0,315,3.958,"['North Indian', 'Chinese']"
1451,Willys Top Cafe,Jayanagar,750,4.0,314,3.958,"['Cafe', 'Continental', 'Asian']"
1520,Off D' Hook,Marathahalli,900,4.0,309,3.957,"['Continental', 'North Indian', 'Andhra', 'Chinese']"
1321,Sindhoora Gardenia,Kanakapura Road,800,4.0,311,3.957,"['Andhra', 'North Indian', 'Chinese', 'Seafood']"
727,Mudde Madappa Mess,Majestic,150,4.1,93,3.957,['South Indian']
1138,Eat Eroo - Bombay Vada Pav,Marathahalli,150,4.0,312,3.957,['Street Food']
941,Davangere Benna Dose Hotel,Jayanagar,100,4.1,92,3.956,['South Indian']
1450,Santosh Punjabi Dhaba,Yelahanka,300,4.0,304,3.956,['North Indian']
1102,Andhra Vindu,Yelahanka,800,4.0,297,3.956,"['Andhra', 'Biryani', 'Mughlai']"
1515,Paratha Singh,Kalyan Nagar,350,4.0,304,3.956,['North Indian']
1302,Cosmos Resto Bar,Rajarajeshwari Nagar,"1,000",4.0,291,3.955,"['Continental', 'North Indian', 'Chinese', 'Andhra']"
1333,Marigold Fine Dine Restaurant,Whitefield,"1,500",4.0,292,3.955,"['Continental', 'Asian']"
1387,South Idlis,Rajajinagar,150,4.0,290,3.955,['South Indian']
1048,Dal Roti Sabji,Indiranagar,150,4.1,91,3.955,['North Indian']
1550,Chowmein,Seshadripuram,600,4.0,283,3.954,"['North Indian', 'Chinese', 'Thai', 'Momos']"
1405,Bekal,Jeevan Bhima Nagar,700,4.0,286,3.954,"['Kerala', 'Mangalorean', 'Seafood']"
359,Aubree,Koramangala 6th Block,400,4.3,38,3.954,"['Cafe', 'Bakery']"
1555,Cilantro,Koramangala 4th Block,"1,500",4.0,283,3.954,"['European', 'American', 'Continental', 'North Indian', 'Steak']"
1091,Hyderabad Chefs,Whitefield,800,4.0,284,3.954,"['Hyderabadi', 'Andhra', 'North Indian', 'Chinese', 'South Indian']"
