rest_index,rest_name,locality,cost_for_two,rating,votes,cuisines
1571,Baba Da Dhaba,Indiranagar,650,4,401,['North Indian']
1572,24/7 - The Lalit Ashok Bangalore,"The Lalit Ashok Bangalore, Seshadripuram","3,000",4,347,"['Continental', 'North Indian', 'Italian', 'Chinese']"
1573,Pablo's Gastrobar,Whitefield,"1,450",4,1097,"['Finger Food', 'American', 'Asian', 'Italian']"
1574,Sea Spice by 7 Star,Banashankari,"1,200",4,354,"['Seafood', 'Biryani', 'South Indian', 'North Indian', 'Beverages']"
1575,Roomali,Church Street,"1,300",4,193,['North Indian']
1576,Cafe Natural,Sahakara Nagar,400,4,97,['Cafe']
1577,The Kim Chi Chef,Whitefield,900,4,212,"['Chinese', 'Thai', 'Momos']"
1578,Sichuan,HSR,800,4,503,"['Chinese', 'Asian', 'Seafood']"
1579,Maaheshwari Chaat Wala,Ulsoor,100,3.9,27,['Street Food']
1580,29 Degrees North,Banaswadi,250,3.9,287,"['North Indian', 'Fast Food', 'Street Food']"
1581,Halo Chef,Koramangala 4th Block,500,3.9,144,['North Indian']
1582,Udupi Sri Krishna Cafe,Jayanagar,600,3.9,24,"['North Indian', 'South Indian']"
1583,Pure & Natural,Jayanagar,500,3.9,213,"['Healthy Food', 'Beverages', 'Fast Food']"
1584,Narmadha's Hyderabad Biriyani,BTM,600,3.9,210,"['Biryani', 'Hyderabadi']"
1585,55 Wall Street,JP Nagar,"1,300",3.9,1859,"['Finger Food', 'North Indian', 'Chinese']"
1586,Al Falah,Yelahanka,300,3.9,435,"['Chinese', 'North Indian']"
1587,Davangere Benne Dose Hotel,Jalahalli,150,3.9,81,['South Indian']
1588,Aasife & Brothers Biriyani Centre,HSR,600,3.9,155,"['Biryani', 'North Indian', 'South Indian', 'Chinese']"
1589,The Waffle Street,HSR,300,3.9,52,"['Continental', 'Beverages', 'Burger', 'Coffee', 'Desserts']"
1590,Green Pepper,Jeevan Bhima Nagar,600,3.9,266,"['Seafood', 'South Indian', 'Chinese', 'Kerala']"
1591,Oye Amritsar,Indiranagar,600,3.9,1522,['North Indian']
1592,Desi Deck,Brigade Road,"1,300",3.9,94,"['Mughlai', 'North Indian', 'Desserts']"
1593,Raidan Restaurant,Frazer Town,600,3.9,182,"['Arabian', 'Chinese', 'Fast Food', 'North Indian']"
1594,Karibu - The Zuri,The Zuri Hotels,"2,000",3.9,271,"['South Indian', 'Asian']"
1595,Bikaner Jn,JP Nagar,300,3.9,87,['Rajasthani']
1596,Anagha Upahar,Kengeri,200,3.9,4,"['South Indian', 'Chinese']"
1597,Cross Road Cafe,Jayanagar,300,3.9,94,"['Cafe', 'Fast Food', 'Chinese']"
1598,Mockaholic Restro Beer Cafe,JP Nagar,"1,000",3.9,928,"['North Indian', 'Chinese', 'Pizza', 'BBQ']"
1599,Aramane Donne Biriyani,BTM,300,3.9,198,"['Biryani', 'Fast Food']"
1600,Banchharam,Koramangala 7th Block,200,3.9,145,"['Street Food', 'Mithai']"
1601,Rolls & Co,Koramangala 6th Block,400,3.9,215,"['Burger', 'Beverages', 'Rolls']"
1602,Matka House,Kaggadasapura,450,3.9,392,"['North Indian', 'Chinese', 'Continental', 'Biryani']"
1603,SLN Lunch Home,City Market,100,3.9,29,['South Indian']
1604,Haagen Dazs,Koramangala 7th Block,800,3.9,81,"['Ice Cream', 'Desserts']"
1605,Gyani Da Punjabi Dhaba,BTM,500,3.9,1203,"['North Indian', 'Chinese']"
1606,What'sinaPita,Koramangala 1st Block,400,3.9,234,"['Mediterranean', 'Middle Eastern', 'Wraps', 'Rolls']"
1607,KFC,"More MegaStore, Marathahalli",450,3.9,547,"['Burger', 'Fast Food']"
1608,Tandoor Box,Whitefield,500,3.9,172,"['Mughlai', 'North Indian', 'Biryani']"
1609,Priyadarshini Veg,Yeshwantpur,300,3.9,163,"['North Indian', 'South Indian', 'Chinese']"
1610,Vyanjan,BTM,300,3.9,207,"['North Indian', 'Street Food']"
1611,Creamvilla,Sarjapur Road,600,3.9,68,"['Cafe', 'Desserts', 'Ice Cream']"
1612,Al Khansah,Bellandur,600,3.9,373,"['North Indian', 'Mughlai', 'Biryani', 'Chinese']"
1613,The Organic Loaf,Kanakapura Road,400,3.9,73,"['Fast Food', 'Beverages', 'Desserts']"
1614,Kabab Korner,St. Marks Road,650,3.9,210,"['North Indian', 'Chinese', 'Mughlai']"
1615,New SLV Gowdru Hindu Miltry Hotel,Jalahalli,300,3.9,30,['South Indian']
1616,Vakulaa Veg Restaurant,Jayanagar,200,3.9,55,"['South Indian', 'North Indian']"
1617,Desi Vdesi,Church Street,250,3.9,203,"['Fast Food', 'North Indian', 'Rolls']"
1618,Shri Udupi Cafe,New BEL Road,300,3.9,33,"['South Indian', 'North Indian', 'Mughlai', 'Chinese', 'Street Food', 'Beverages']"
1619,Red Dragon Restaurant,RT Nagar,600,3.9,147,['Chinese']
1620,House Stark Cafe,HSR,300,3.9,47,"['Cafe', 'Desserts', 'Fast Food', 'Burger']"
1621,Ayda Persian Kitchen,Church Street,950,3.9,228,"['North Indian', 'Iranian']"
1622,Kolkata Biriyani,Marathahalli,300,3.9,413,"['Biryani', 'Bengali']"
1623,Coconut Grove,Church Street,"1,200",3.9,686,"['South Indian', 'Chettinad', 'Kerala', 'Seafood']"
1624,Frozen Coast,Malleshwaram,250,3.9,108,"['Desserts', 'Ice Cream']"
1625,Uttsav Donne Biryani Mane,Nagarbhavi,200,3.9,74,['Biryani']
1626,Layout 78,Kumaraswamy Layout,"1,000",3.9,122,"['Chinese', 'Continental', 'Finger Food', 'North Indian']"
1627,Hot Coffee,Vijay Nagar,100,3.9,49,['South Indian']
1628,Vegetarea,Electronic City,250,3.9,44,['South Indian']
1629,Cariocake,JP Nagar,350,3.9,59,"['Bakery', 'Desserts']"
1630,Ghar Aangan,Rajarajeshwari Nagar,450,3.9,348,"['Fast Food', 'North Indian', 'South Indian']"
1631,Kadamba Veg,Mysore Road,400,3.9,112,"['South Indian', 'North Indian', 'Chinese']"
1632,Antarastriya,Malleshwaram,200,3.9,465,"['Chinese', 'Fast Food', 'Momos']"
1633,Food And You,BTM,350,3.9,37,"['North Indian', 'South Indian', 'Gujarati']"
1634,Bun World,Malleshwaram,250,3.9,135,"['Bakery', 'Fast Food']"
1635,Rannaghar,Jeevan Bhima Nagar,600,3.9,144,"['North Indian', 'Bengali', 'Chinese']"
1636,Sri Devi Baker's,BTM,200,3.9,41,"['Bakery', 'Street Food']"
1637,Smoke Signal BBQ On Wheels,Frazer Town,300,3.9,34,"['American', 'BBQ']"
1638,Deejas Kitchen,Bannerghatta Road,400,3.9,74,"['South Indian', 'Kerala']"
1639,Panda Xpress,Hennur,800,3.9,55,"['Chinese', 'Thai', 'Momos']"
1640,Sri Annapoorna Bajji Center,Jayanagar,100,3.9,15,"['Mithai', 'Street Food']"
1641,Spicy Corner,Jeevan Bhima Nagar,250,3.9,191,"['Street Food', 'Fast Food']"
1642,Doctor Juice,Kammanahalli,300,3.9,42,"['Juices', 'Healthy Food']"
1643,Hottey Smokey,"Ascendas Park Square, Whitefield",500,3.9,86,"['Continental', 'Fast Food']"
1644,Basaveshwarnagar Dosa Corner,Basaveshwara Nagar,200,3.9,76,['South Indian']
1645,World of Waffles,JP Nagar,400,3.9,190,['Desserts']
1646,The Hidden Cafe,Koramangala 1st Block,350,3.9,96,"['North Indian', 'Fast Food']"
1647,Chatpata India,Whitefield,400,3.9,103,['North Indian']
1648,Lassi Resto Cafe,Electronic City,200,3.9,161,"['Beverages', 'Fast Food']"
1649,Chowpatty,Indiranagar,300,3.9,930,"['North Indian', 'Fast Food', 'Street Food']"
1650,Hongkong Garden,Kaggadasapura,500,3.9,312,"['Chinese', 'Thai', 'Seafood', 'Momos']"
1651,Cafe Zone,Kumaraswamy Layout,300,3.9,156,"['Fast Food', 'Chinese', 'Rolls']"
1652,Gurukrupa Paratha House,Old Airport Road,400,3.9,646,"['North Indian', 'Chinese']"
1653,MouthFull Of Cake,Basaveshwara Nagar,600,3.9,58,['Desserts']
1654,Amma Brahmmins Cafe,Seshadripuram,150,3.9,24,['South Indian']
1655,OZY Hotels,Nagawara,650,3.9,171,"['Biryani', 'North Indian', 'Chinese', 'Seafood']"
1656,Mango Greens,JP Nagar,900,3.9,51,"['North Indian', 'Continental', 'Chinese']"
1657,The Paratha Stories,JP Nagar,250,3.9,25,['North Indian']
1658,Davangere Butter Dosa Hotel,Kumaraswamy Layout,150,3.9,27,['South Indian']
1659,The Jade Kitchen,JP Nagar,600,3.9,126,"['Chinese', 'Thai']"
1660,Aqni,HBR Layout,650,3.9,360,"['North Indian', 'Mughlai', 'Biryani', 'Rolls']"
1661,Kairali,BTM,300,3.9,174,"['South Indian', 'Seafood', 'Biryani']"
1662,FireHouse - Bar & Kitchen,HBR Layout,"1,500",3.9,763,"['Continental', 'American', 'Chinese', 'BBQ', 'Salad', 'Italian']"
1663,Ramdev Sagar,Brookefield,250,3.9,45,"['South Indian', 'Chinese', 'Street Food']"
1664,La Madeleine Patisserie,Indiranagar,200,3.9,71,['Bakery']
1665,Apoorva Multi Cuisine Restaurant,Brookefield,750,3.9,237,"['North Indian', 'South Indian', 'Chinese', 'Andhra', 'Biryani']"
1666,Temptation,Whitefield,500,3.9,56,['North Indian']
1667,Belly Treat Food Truck,Nagawara,300,3.9,71,"['Fast Food', 'South Indian', 'Beverages']"
1668,Zephyr,Basavanagudi,650,3.9,135,"['Italian', 'Continental']"
1669,Nature's Caff,Sadashiv Nagar,400,3.9,34,"['Continental', 'Italian', 'Cafe']"
1670,Parathe Wali Gali,Wilson Garden,250,3.9,39,['North Indian']
1671,Kalpavruksha,Bannerghatta Road,300,3.9,101,"['South Indian', 'North Indian']"
1672,Delitz Creamvilla Cafe,Bellandur,600,3.9,79,"['Cafe', 'Desserts', 'Ice Cream']"
1673,My Space - WelcomeHotel Bengaluru,WelcomHotel,"2,000",3.9,23,['Finger Food']
1674,Indulge Cupcakes,Marathahalli,500,3.9,18,"['Bakery', 'Desserts']"
1675,Anjappar,Koramangala 4th Block,650,3.9,1166,"['Chettinad', 'South Indian']"
1676,Regulars Pub & Grub,Indiranagar,"1,300",3.9,275,"['Continental', 'South Indian', 'Mangalorean', 'Chinese', 'North Indian', 'Seafood']"
1677,Sultan Rolls & Sandwiches,New BEL Road,300,3.9,60,"['Fast Food', 'Rolls', 'Chinese']"
1678,VIHAR Family Restaurant,Whitefield,600,3.9,70,"['Chinese', 'North Indian', 'Mangalorean']"
1679,Tea Samskruthi,Malleshwaram,200,3.9,18,['Cafe']
1680,Hotel Janatha,Wilson Garden,250,3.9,31,['South Indian']
1681,Venkataramana Nellore Mess,HSR,300,3.9,98,"['Andhra', 'South Indian']"
1682,Wow Paratha,Jeevan Bhima Nagar,400,3.9,37,['North Indian']
1683,Cake Genie,Indiranagar,300,3.9,151,"['Desserts', 'Fast Food']"
1684,Pebble,Sadashiv Nagar,"1,500",3.9,479,['Finger Food']
1685,Kamat Bugle Rock,Basavanagudi,300,3.9,550,"['South Indian', 'Fast Food']"
1686,The Yellow Tree,Hennur,700,3.9,103,"['Italian', 'Desserts']"
1687,NV Naidu Hotel,City Market,250,3.9,39,['Biryani']
1688,B1,New BEL Road,"1,100",3.9,127,"['Continental', 'Burger', 'Italian', 'Pizza', 'North Indian', 'Salad']"
1689,Burger King,Koramangala 7th Block,600,3.9,1065,"['Burger', 'Fast Food', 'Beverages']"
1690,New Prashanth Hotel,Banashankari,650,3.9,391,"['Biryani', 'North Indian', 'Seafood', 'Andhra']"
1691,The Early bell,Whitefield,300,3.9,198,"['North Indian', 'Chinese']"
1692,Snack House,Indiranagar,200,3.9,26,"['Fast Food', 'Momos']"
1693,Cafe Rossini,New BEL Road,700,3.9,433,"['Continental', 'Italian', 'Chinese']"
1694,Le Roll Cafe,Kammanahalli,300,3.9,56,"['Fast Food', 'Beverages', 'Rolls']"
1695,Payohima Ice Creams,Sarjapur Road,300,3.9,20,['Desserts']
1696,Shahi Kabab,Frazer Town,200,3.9,43,['Rolls']
1697,Silbatti,HSR,750,3.9,1641,['North Indian']
1698,Knowhere,Banaswadi,"1,300",3.9,58,"['Continental', 'Finger Food']"
1699,Saahib,HSR,300,3.9,89,"['Fast Food', 'Rolls']"
1700,Jeff's - Royal Orchid Hotel,"Royal Orchid Hotel,  Old Airport Road","1,800",3.9,80,"['Chinese', 'Continental']"
1701,Santhanam Sweets & Savouries,Commercial Street,150,3.9,37,"['Mithai', 'Street Food']"
1702,M Bar - Bengaluru Marriott Hotel Whitefield,Bengaluru Marriott Hotel Whitefield,"2,000",3.9,77,['Finger Food']
1703,White Elefan Coffee and Snack Bar,Koramangala 6th Block,550,3.9,47,"['Coffee', 'Fast Food', 'Chinese', 'Beverages']"
1704,Cupcake Noggins,Sarjapur Road,300,3.9,180,"['Desserts', 'Bakery']"
1705,Biryani Day,Marathahalli,500,3.9,778,"['North Indian', 'Chinese', 'Biryani', 'Andhra']"
1706,Shiva's Kabab Corner,Sahakara Nagar,400,3.9,157,"['North Indian', 'Kebab']"
1707,Imperio Cafe,Whitefield,200,3.9,24,"['South Indian', 'Fast Food', 'Beverages']"
1708,Manjushree Fish Palace,Vijay Nagar,450,3.9,77,"['South Indian', 'North Indian']"
1709,La Sheesh,Sanjay Nagar,500,3.9,246,"['Cafe', 'Fast Food']"
1710,Maa Bhook Lagi,Koramangala 4th Block,400,3.9,299,['North Indian']
1711,Shiv Sagar,"Forum Mall, Koramangala",500,3.9,152,"['Chinese', 'North Indian', 'Fast Food', 'Street Food']"
1712,Whitefield Baking Company - Bengaluru Marriott Hotel...,Bengaluru Marriott Hotel Whitefield,400,3.9,60,"['Bakery', 'Cafe']"
1713,Zaks Mediterranean Cuisine,Frazer Town,700,3.9,260,"['Mediterranean', 'Arabian', 'Lebanese']"
1714,Sri Krishna Bhavan Sweets,Sanjay Nagar,350,3.9,58,"['Mithai', 'Street Food', 'Beverages']"
1715,Sidra Eatery,Kammanahalli,400,3.9,29,"['North Indian', 'Continental']"
1716,Fly Dining,Nagawara,"14,000",3.9,127,"['Continental', 'North Indian']"
1717,Om Sai Skanda Dosa Camp,Indiranagar,150,3.9,33,['South Indian']
1718,Ganache - The Ritz-Carlton,The Ritz-Carlton,600,3.9,52,['Bakery']
1719,Pot Biryani,Domlur,600,3.9,480,"['North Indian', 'Chinese', 'Biryani', 'Seafood']"
1720,3 Spice,Wilson Garden,450,3.9,160,"['North Indian', 'Chinese']"
1721,Aroma Spice,Kalyan Nagar,800,3.9,124,"['Andhra', 'Chinese', 'North Indian', 'Seafood']"
1722,Ajwa Thalassery Biryani,Sarjapur Road,500,3.9,44,['Biryani']
1723,Biriyani Zone,Marathahalli,800,3.9,1836,"['Biryani', 'North Indian', 'Chinese', 'Seafood']"
1724,Chai Point,MG Road,250,3.9,272,"['Fast Food', 'Beverages', 'Tea', 'Sandwich']"
1725,Jingo BBQ & Burgers,Kammanahalli,600,3.9,43,"['Burger', 'BBQ']"
1726,Fishland 15,Majestic,600,3.9,57,"['Mangalorean', 'Seafood']"
1727,Barley & Grapes Cafe,Sahakara Nagar,"1,000",3.9,241,"['Cafe', 'Italian', 'Continental']"
1728,New Paratha Corner,Whitefield,350,3.9,175,['North Indian']
1729,Southern Spice,"Varthur Main Road, Whitefield",800,3.9,124,"['North Indian', 'Chinese', 'Biryani', 'Andhra']"
1730,The Tao Terraces,"1 MG Road Mall, MG Road","2,100",3.9,1955,"['Thai', 'Japanese', 'Korean', 'Burmese', 'Chinese']"
1731,Royal Paris,BTM,"1,000",3.9,76,"['North Indian', 'Arabian', 'Chinese']"
1732,Desi Chats,Whitefield,200,3.9,19,['Street Food']
1733,D'Cafe,Domlur,500,3.9,19,"['Cafe', 'Coffee', 'Continental']"
1734,Fishing Boat - Hotel Goyal Residency,Electronic City,800,3.9,432,"['Seafood', 'North Indian', 'Chinese', 'Biryani']"
1735,Samaikya,HSR,900,3.9,542,"['Andhra', 'Seafood', 'Biryani']"
1736,Spice Boulevard,Whitefield,700,3.9,89,"['Cafe', 'Continental', 'Chinese']"
1737,Whooppeezz,BTM,500,3.9,377,"['Italian', 'Pizza']"
1738,Blistering Barnacles,Indiranagar,"1,200",3.9,1232,"['Chinese', 'Continental', 'American', 'Steak']"
1739,Cubbonpete Donne Biryani,Sahakara Nagar,300,3.9,94,"['South Indian', 'Biryani']"
1740,Saha Chowmein,Sahakara Nagar,700,3.9,163,"['North Indian', 'Chinese']"
1741,Cake Cafe,HSR,300,3.9,161,"['Bakery', 'Desserts']"
1742,Sathkar Ice Creams,Kengeri,200,3.9,49,"['Ice Cream', 'Desserts']"
1743,Balle Balle Punjab,Yelahanka,300,3.9,237,['North Indian']
1744,Kinpeetos,Koramangala 5th Block,300,3.9,67,"['Lebanese', 'Greek']"
1745,Desi Chinese kitchen,Indiranagar,700,3.9,31,"['Chinese', 'Asian']"
1746,Chai Cafe,Indiranagar,200,3.9,49,['Cafe']
1747,The Kitchen Tales,RT Nagar,300,3.9,75,"['South Indian', 'Chinese']"
1748,Mayura Grand,Brookefield,350,3.9,95,"['North Indian', 'South Indian', 'Chinese']"
1749,Munchies,Brigade Road,250,3.9,66,"['Fast Food', 'Bakery']"
1750,New Punjabi Dhaba,HSR,300,3.9,796,"['North Indian', 'Chinese']"
1751,Karnataka Bhel House,Jayanagar,100,3.9,66,['Street Food']
1752,Tumbites,Bellandur,200,3.9,127,['North Indian']
1753,Punjab Beat,Whitefield,700,3.9,86,['North Indian']
1754,Soul Cafe,MG Road,800,3.9,322,"['Cafe', 'Continental', 'Italian']"
1755,Dot.yum - Aloft Hotel,"Aloft Hotel, Whitefield","2,000",3.9,278,"['Italian', 'North Indian', 'Continental', 'BBQ']"
1756,Maa Da Dhaba Express,Yelahanka,350,3.9,330,"['North Indian', 'Chinese', 'Street Food']"
1757,The Sanctuary,Banaswadi,450,3.9,62,"['Cafe', 'Fast Food']"
1758,Eggzotic,Domlur,500,3.9,391,"['North Indian', 'Chinese', 'Biryani', 'Fast Food']"
1759,Oogway Express,JP Nagar,600,3.9,350,"['Chinese', 'Thai', 'Momos']"
1760,Jaffa's Biryani,Marathahalli,650,3.9,451,"['Biryani', 'North Indian', 'Chinese']"
1761,Chinese Kitchen,Basavanagudi,150,3.9,66,['Chinese']
1762,Healthie,Indiranagar,600,3.9,196,"['Healthy Food', 'Beverages']"
1763,Gelato Italiano,"Orion Mall, Malleshwaram",200,3.9,53,"['Ice Cream', 'Bakery', 'Desserts']"
1764,Brahmin's Coffee Bar,Malleshwaram,250,3.9,283,['South Indian']
1765,Little Lucknow,Koramangala 5th Block,800,3.9,249,"['Mughlai', 'North Indian']"
1766,One Chu Restaurant,Old Airport Road,600,3.9,327,"['Chinese', 'Momos']"
1767,J's Cafe,Indiranagar,700,3.9,155,"['Cafe', 'Continental']"
1768,McDonald's,Indiranagar,500,3.9,399,"['Burger', 'Fast Food']"
1769,New Royal Darbar,Yelahanka,400,3.9,221,['North Indian']
1770,NEST - Howard Johnson Bengaluru,Howard Johnson Bengaluru Hebbal,"1,800",3.9,231,"['North Indian', 'South Indian', 'Chinese', 'Continental']"
1771,Chubalas Curry And Rice,Kammanahalli,550,3.9,211,"['Naga', 'Goan', 'Seafood', 'Chinese']"
1772,Earth Plate Express,"Bangalore Central, JP Nagar",600,3.9,33,"['Italian', 'Continental']"
1773,Bengal Sweets,Jalahalli,300,3.9,41,"['Mithai', 'Street Food']"
1774,Firewood Biryani,Residency Road,400,3.9,460,"['Biryani', 'Kebab', 'Rolls']"
1775,Hotel Prashanth,Rajajinagar,350,3.9,64,['North Indian']
1776,Waffle-A-Go Go,Banashankari,400,3.9,70,"['Fast Food', 'Desserts', 'Ice Cream']"
1777,Udupi Upahar,Banashankari,300,3.9,63,"['South Indian', 'Chinese', 'North Indian', 'Juices']"
1778,De Thaali,Jayanagar,550,3.9,147,"['North Indian', 'Chinese']"
1779,Desi Bites,Marathahalli,250,3.9,82,['North Indian']
1780,Ambari - Shivas Gateway,International Airport,"1,000",3.9,79,"['North Indian', 'South Indian', 'Chinese']"
1781,Funky Punjab,JP Nagar,500,3.9,412,"['North Indian', 'Chinese']"
1782,Donut Cafe,Electronic City,250,3.9,165,"['Desserts', 'Fast Food']"
1783,Blue Berry Restaurant,Bellandur,650,3.9,151,"['North Indian', 'Biryani', 'Chinese', 'Beverages']"
1784,Papanna's Biriyani,Basaveshwara Nagar,350,3.9,176,"['Biryani', 'North Indian']"
1785,Cream Factory,Kaggadasapura,400,3.9,55,['Desserts']
1786,Grazers,Jayanagar,650,3.9,303,"['Cafe', 'Burger', 'Continental', 'Italian', 'Desserts']"
1787,Kartik's Mithai Shoppe,Whitefield,150,3.9,74,"['Mithai', 'Street Food']"
1788,Hotel Green Tara,Brigade Road,500,3.9,42,"['Chinese', 'Tibetan', 'Momos']"
1789,Laziz,Marathahalli,300,3.9,56,"['North Indian', 'Chinese']"
1790,Coastal Biryani Paradise,RT Nagar,500,3.9,142,"['North Indian', 'Chinese', 'Biryani']"
1791,Benaka Cafe,Uttarahalli,700,3.9,118,"['Cafe', 'Italian', 'Desserts', 'Beverages']"
1792,Atithi,HSR,800,3.9,224,"['North Indian', 'Chinese', 'Street Food']"
1793,Limelight - Royal Orchid Hotel,"Royal Orchid Hotel,  Old Airport Road","2,200",3.9,430,"['Continental', 'North Indian']"
1794,Altaf's Chillies Restaurant,Frazer Town,500,3.9,237,"['North Indian', 'Chinese']"
1795,Namma Kudla,JP Nagar,400,3.9,203,"['Mangalorean', 'North Indian', 'Chinese', 'Seafood']"
1796,Moti Mahal Delux Tandoori Trail,Hebbal,900,3.9,251,"['North Indian', 'Mughlai']"
1797,Painted Platters,"Skywalk, Ulsoor",300,3.9,38,"['Bakery', 'Desserts']"
1798,Kanteen The Eatery,Bannerghatta Road,400,3.9,85,['North Indian']
1799,Koshy's,St. Marks Road,700,3.9,2336,"['South Indian', 'North Indian', 'Chinese', 'Beverages']"
1800,Rishi's Paratha Plaza,Yelahanka,300,3.9,213,"['North Indian', 'Fast Food']"
1801,The Spitfire BBQ Truck,Kammanahalli,500,3.9,70,"['Fast Food', 'BBQ']"
1802,Alibaba Cafe and Restaurant,Frazer Town,700,3.9,452,"['Arabian', 'Middle Eastern']"
1803,Om Shiva Shakthi Chats Centre,Basavanagudi,300,3.9,26,"['Street Food', 'Fast Food']"
1804,Chez Nous - Novotel,"Novotel Bengaluru, Marathahalli","2,500",3.9,127,"['European', 'French', 'North Indian']"
1805,Mountain Spice,Koramangala 8th Block,200,3.9,188,['Chinese']
1806,Urban Solace - Café for the Soul,Ulsoor,800,3.9,467,"['Cafe', 'American', 'Continental', 'Steak']"
1807,Cafe Petu,Marathahalli,300,3.9,374,"['North Indian', 'Sandwich']"
1808,Delightz,Koramangala 6th Block,300,3.9,40,"['Desserts', 'Fast Food']"
1809,Ishta Cafe,Jayanagar,500,3.9,43,"['Pizza', 'South Indian', 'Healthy Food']"
1810,Kulfreeze,Jayanagar,200,3.9,16,"['Ice Cream', 'Desserts']"
1811,New Fishland,Malleshwaram,400,3.9,41,"['Seafood', 'Chinese', 'North Indian', 'South Indian']"
1812,Annapoorni Grand,Majestic,450,3.9,83,"['Chinese', 'South Indian', 'North Indian']"
1813,Bhagini Kitchen And Bar,Marathahalli,"1,100",3.9,38,"['Andhra', 'South Indian', 'Chinese', 'North Indian']"
1814,Kolkataz,CV Raman Nagar,250,3.9,82,"['Bengali', 'North Indian', 'Fast Food']"
1815,Mak n Vak - Fyn,HSR,500,3.9,344,"['North Indian', 'Chinese']"
1816,Hungry Singh,"RR Vatika, Rajarajeshwari Nagar",300,3.9,50,['North Indian']
1817,Puran da Dhaba - The Pride Hotel,The Pride Hotel,"1,700",3.9,169,['North Indian']
1818,Gagan Twisted Indian Cuisine,International Airport,900,3.9,54,"['North Indian', 'South Indian', 'Continental']"
1819,Rajpurohit Sweets,Banaswadi,100,3.9,38,"['Street Food', 'Mithai']"
1820,Srinidhi Veg Food Court,Kalyan Nagar,300,3.9,100,"['Chinese', 'North Indian', 'South Indian']"
1821,Cremee,Kaggadasapura,300,3.9,145,"['Bakery', 'Desserts']"
1822,Guzzlers Inn,Brigade Road,"1,100",3.9,954,"['North Indian', 'Chinese']"
1823,Great Indian Bhukkad,Banashankari,200,3.9,55,"['Chinese', 'Momos']"
1824,Marley's Bistro,Electronic City,400,3.9,99,"['Continental', 'European', 'Salad', 'Beverages', 'Italian', 'Burger']"
1825,Sizzling Chinese Restaurant,Yelahanka,400,3.9,132,"['Chinese', 'Thai', 'Seafood']"
1826,The Studio Cafe,Jayanagar,400,3.9,24,"['Cafe', 'Beverages']"
1827,Sanjeevini Veg,Electronic City,200,3.9,61,['South Indian']
1828,Little Orissa Restaurant,Indiranagar,450,3.9,354,"['Oriya', 'North Indian', 'Bengali', 'Chinese']"
1829,Atithi Aramane Veg,Bellandur,300,3.9,51,"['South Indian', 'North Indian', 'Chinese']"
1830,Fried N Fabulous,JP Nagar,250,3.9,47,"['Burger', 'Chinese']"
1831,Bubble Bee,HSR,400,3.9,49,"['Beverages', 'Bubble Tea', 'Desserts']"
1832,Amritsari Kulcha Bite,Ulsoor,150,3.9,116,['North Indian']
1833,Belly Squad Food Truck,Basavanagudi,300,3.9,57,"['Chinese', 'Rolls', 'Biryani', 'Momos']"
1834,Sagar Delicacy,Ulsoor,500,3.9,88,"['North Indian', 'Chinese', 'Fast Food', 'Street Food']"
1835,Sizzling Szechuan,Banaswadi,600,3.9,228,"['Chinese', 'Thai', 'Seafood']"
1836,Samovar,Kammanahalli,600,3.9,197,"['Kerala', 'South Indian']"
1837,Popsies,Koramangala 5th Block,750,3.9,823,"['Chinese', 'Momos']"
1838,Five Star Chicken,Yelahanka,250,3.9,12,['Fast Food']
1839,Navab's,Basaveshwara Nagar,600,3.9,31,"['North Indian', 'Mughlai', 'Chinese']"
1840,Latitude Whitefield,Vivanta Whitefield,"2,000",3.9,330,"['North Indian', 'Continental', 'Asian', 'Italian']"
1841,Punjabi Swag,BTM,500,3.9,757,['North Indian']
1842,Spice Darbar,Iris Inn,"1,000",3.9,66,"['Mughlai', 'North Indian', 'Continental']"
1843,Anna Kuteera,Banashankari,450,3.9,782,"['South Indian', 'North Indian', 'Chinese']"
1844,SS Bucket Biryani,Frazer Town,600,3.9,147,"['Biryani', 'North Indian', 'Chinese']"
1845,The Rasaganga,HSR,300,3.9,167,"['South Indian', 'North Indian', 'Chinese', 'Street Food']"
1846,ThrowBack - Pub & Dine,Langford Town,"1,000",3.9,235,"['Italian', 'North Indian', 'Continental']"
1847,Over The Top Terrace Lounge,Koramangala 5th Block,"1,400",3.9,1392,"['Continental', 'North Indian']"
1848,Mad About China,"Inorbit Mall, Whitefield",600,3.9,149,"['Chinese', 'Momos']"
1849,Cita Pani,Indiranagar,350,3.9,57,"['Biryani', 'North Indian', 'Arabian']"
1850,Mug N Bean,Jayanagar,400,3.9,247,"['Cafe', 'Continental', 'Italian', 'Burger']"
1851,Swathi Restaurant,Seshadripuram,600,3.9,36,"['Chinese', 'North Indian', 'South Indian']"
1852,Savji's Roll 'N' Biryani,Vijay Nagar,250,3.9,442,"['North Indian', 'Chinese', 'Biryani', 'Rolls']"
1853,Pramukh Family Restaurant,Basavanagudi,700,3.9,114,"['North Indian', 'Chinese', 'Mughlai']"
1854,Bar UNO - JW Marriott Bengaluru,"JW Marriott Bengaluru, Lavelle Road","2,500",3.9,73,['Spanish']
1855,Ragoo's,Jayanagar,800,3.9,235,"['Italian', 'Pizza', 'North Indian', 'Salad']"
1856,Om Sweets & Snacks,Koramangala 5th Block,150,3.9,34,"['Mithai', 'Oriya', 'Bengali']"
