rest_index,rest_name,locality,cost_for_two,rating,votes,cuisines
4550,Chai Resto,Bellandur,200,3.5,9,"['Fast Food', 'Tea']"
4551,Hotel Malgudi,Rajajinagar,400,3.5,10,"['South Indian', 'Biryani']"
4552,Sharma Family Dhaba,Jalahalli,200,3.5,26,['North Indian']
4553,G. P. S. Kaapi Thindi,Malleshwaram,150,3.5,14,['Street Food']
4554,Hotel Panchami Grand,New BEL Road,550,3.5,16,"['Chinese', 'North Indian', 'South Indian']"
4555,Dhaba Shaba,Sarjapur Road,250,3.5,61,"['North Indian', 'Fast Food']"
4556,Jeet Punjabi Tadka,New BEL Road,500,3.5,19,"['North Indian', 'South Indian']"
4557,Flavour A Azam,Electronic City,400,3.5,43,['North Indian']
4558,Prathika Annapurna Grand,KR Puram,500,3.5,13,"['South Indian', 'North Indian', 'Chinese']"
4559,Verve - Royal Orchid Resort,"Royal Orchid Resort, Yelahanka","1,500",3.5,133,"['North Indian', 'European', 'Chinese']"
4560,Nikhil's Food Court,Brookefield,300,3.5,14,"['South Indian', 'North Indian', 'Chinese', 'Fast Food']"
4561,Cluxi,Kammanahalli,300,3.5,13,['Fast Food']
4562,Clean Bowled,Indiranagar,300,3.5,6,"['Healthy Food', 'Salad']"
4563,Annapurna Foods,Bellandur,600,3.5,14,"['North Indian', 'Chinese', 'Hyderabadi', 'Biryani']"
4564,Donne Biryani Angadi Mane,RT Nagar,250,3.5,124,"['Biryani', 'Chinese']"
4565,RK Garden Family Restaurant,Electronic City,600,3.5,19,"['Andhra', 'Chinese', 'North Indian', 'South Indian']"
4566,Kolkata Rolls & Hot Dum Biriyani On Dial,Indiranagar,200,3.5,22,"['Fast Food', 'Rolls']"
4567,Lassi Magic,BTM,150,3.5,13,['Beverages']
4568,Swadist Restaurant,Marathahalli,300,3.5,18,"['Oriya', 'South Indian', 'Fast Food']"
4569,Green Go,"Vega City, Bannerghatta Road",200,3.5,6,"['Beverages', 'Juices']"
4570,Night Out Cafe,International Airport,400,3.5,15,"['Chinese', 'North Indian']"
4571,Manasa Cool Cafe,Electronic City,300,3.5,9,"['Fast Food', 'Juices', 'Cafe', 'Desserts']"
4572,SEAPOT,Marathahalli,600,3.5,11,"['North Indian', 'South Indian']"
4573,Ladles,Nagarbhavi,350,3.5,9,"['North Indian', 'Chinese']"
4574,Kolkata Rolls & Fast Food,HSR,200,3.5,157,"['Rolls', 'Fast Food']"
4575,NoName Restaurant,Rammurthy Nagar,600,3.5,36,"['North Indian', 'Chinese', 'Biryani']"
4576,Thatte Idli Point,Yeshwantpur,200,3.5,7,['South Indian']
4577,Monarch,Brigade Road,700,3.5,10,"['North Indian', 'Chinese', 'Continental', 'South Indian']"
4578,Hotel Cauvery,Kengeri,400,3.5,11,"['South Indian', 'North Indian']"
4579,Mitraa Da Pizza,Banaswadi,250,3.5,11,"['Fast Food', 'Pizza']"
4580,Delhi Paratha Centre,Yeshwantpur,200,3.5,18,['North Indian']
4581,Shivas Juice & Ice Cream Parlour,Kumaraswamy Layout,100,3.5,13,"['Beverages', 'Ice Cream']"
4582,New Students Corner,Kumaraswamy Layout,200,3.5,17,['Fast Food']
4583,Arafa Juice Center,Koramangala 5th Block,250,3.5,10,"['Juices', 'Desserts', 'Fast Food']"
4584,Shri Lakshami Venkateshwara Iyengar's Bakery,Kumaraswamy Layout,250,3.5,11,['Bakery']
4585,Budget Food,Old Airport Road,700,3.5,42,"['North Indian', 'Biryani']"
4586,Jain Bakes,Basavanagudi,250,3.5,8,"['Bakery', 'Desserts']"
4587,Punjabi Khazana,Indiranagar,400,3.5,40,['North Indian']
4588,Ishwaryam,Whitefield,250,3.5,8,"['South Indian', 'Fast Food']"
4589,Deli Counter - Gateway Hotel,"The Gateway Hotel, Residency Road",500,3.5,6,['Bakery']
4590,Zanzibar - Davanam Sarovar Portico Suites,"Davanam Sarovar Portico Suites, Hosur Road","1,200",3.5,39,['Finger Food']
4591,Manjushree Veg,Bannerghatta Road,150,3.5,11,"['South Indian', 'Chinese']"
4592,Thalaserry Food Court,Whitefield,600,3.5,22,"['Kerala', 'Biryani', 'Seafood', 'North Indian', 'Chinese']"
4593,Halli Mane Food Court,Frazer Town,100,3.5,11,['South Indian']
4594,Gupshap,New BEL Road,300,3.5,5,['South Indian']
4595,Punjabi Tandoori Bitez,Hebbal,500,3.5,17,"['North Indian', 'Chinese', 'Mughlai']"
4596,Kuteera Cafe,KR Puram,400,3.5,9,"['Cafe', 'Fast Food', 'Beverages']"
4597,Hotel Rajesh,Sadashiv Nagar,350,3.5,9,['South Indian']
4598,KrumbKraft,Domlur,300,3.5,6,"['Bakery', 'European']"
4599,Senthur Cafe,Koramangala 7th Block,100,3.5,6,"['South Indian', 'Beverages']"
4600,Domino's Pizza,Kumaraswamy Layout,400,3.5,15,"['Pizza', 'Fast Food']"
4601,Makaranda,"Hotel Grand Bee, Yeshwantpur",750,3.5,14,"['North Indian', 'Chinese', 'South Indian', 'Mughlai']"
4602,Tummy Wants Yummy,Marathahalli,150,3.5,12,"['North Indian', 'Bengali']"
4603,Sree Ganesha Fruit Juice Centre,Kammanahalli,100,3.5,10,"['Beverages', 'Juices']"
4604,Dilli Rasoi,Rajarajeshwari Nagar,300,3.5,138,['North Indian']
4605,Deepak Paratha Plaza,New BEL Road,200,3.5,18,"['North Indian', 'Street Food']"
4606,Om Ganesh Fruit Juice Centre,Indiranagar,100,3.5,8,"['Juices', 'Ice Cream', 'Desserts']"
4607,Annappa's Naati Mane,Rajajinagar,400,3.5,73,"['South Indian', 'Chinese']"
4608,Darjeeling Saborz Chinese Restaurant,RT Nagar,550,3.5,70,"['Chinese', 'Thai']"
4609,Chitu's Kitchen,Indiranagar,450,3.5,12,"['North Indian', 'Chinese']"
4610,Taste of Gujarat,Banaswadi,250,3.5,8,['Gujarati']
4611,V.S. Garden Restaurant,Ejipura,800,3.5,20,"['North Indian', 'Chinese']"
4612,Malabar Restaurant,Yelahanka,200,3.5,14,"['Kerala', 'Chinese']"
4613,The French Loaf,Indiranagar,400,3.5,137,"['Bakery', 'Desserts', 'Sandwich']"
4614,Fruit Me Up,Nagawara,350,3.5,46,"['Beverages', 'Fast Food']"
4615,Sandharshini Veg,Old Madras Road,150,3.5,20,"['South Indian', 'Chinese', 'Street Food']"
4616,Rasana,HSR,250,3.5,14,"['Fast Food', 'North Indian']"
4617,Bhavya Military Hotel,Bannerghatta Road,300,3.5,18,['South Indian']
4618,Mystery House,Banaswadi,300,3.5,9,['Fast Food']
4619,In Time Cane Juice,Kumaraswamy Layout,100,3.5,10,"['Juices', 'Beverages']"
4620,Malleshwaram Holige Mane,Malleshwaram,200,3.5,7,['South Indian']
4621,Annapurna Tiffany's,Bellandur,150,3.5,5,['South Indian']
4622,Tomago Roast,BTM,400,3.5,12,"['Fast Food', 'Beverages']"
4623,Cane Recipes,"Gopalan Innovation Mall, Bannerghatta",100,3.5,14,['Juices']
4624,Atomic Lab,Lavelle Road,"1,800",3.5,57,"['Asian', 'North Indian', 'Continental']"
4625,Chicken Magic,BTM,300,3.5,226,"['Chinese', 'North Indian']"
4626,Atithi Veg,International Airport,250,3.5,9,"['South Indian', 'North Indian', 'Chinese']"
4627,Malabar Food Court,HBR Layout,300,3.5,10,"['Kerala', 'South Indian']"
4628,Sanman Veg,Cunningham Road,250,3.5,15,"['South Indian', 'North Indian', 'Chinese']"
4629,SoopeRolls,BTM,250,3.5,11,"['Fast Food', 'Rolls']"
4630,Ande Ka Funda,BTM,200,3.5,28,['North Indian']
4631,Bhaiya Ji Food Court,Electronic City,300,3.5,8,"['North Indian', 'Chinese']"
4632,Alpha - House of Biryani & Tandoor,Whitefield,800,3.5,397,"['Biryani', 'North Indian', 'Chinese']"
4633,Doner Bel,New BEL Road,400,3.5,64,"['Turkish', 'Chinese']"
4634,Chatter Platter,BTM,300,3.5,32,"['North Indian', 'Chinese', 'Rolls', 'Fast Food']"
4635,Coastal Fish Land,Bellandur,700,3.5,26,['Mangalorean']
4636,Bawarchi Paradise,Bannerghatta Road,500,3.5,92,"['North Indian', 'Biryani']"
4637,Desi Inn,Shanti Nagar,300,3.5,13,"['North Indian', 'Chinese']"
4638,Lima Resto Cafe,Yelahanka,600,3.5,13,"['Kerala', 'North Indian', 'Chinese', 'Beverages']"
4639,Kudla Beach,Rajajinagar,400,3.5,147,"['North Indian', 'South Indian', 'Seafood', 'Chinese']"
4640,Indian Kitchen - Hotel Presidency,Electronic City,"1,000",3.5,19,"['Fast Food', 'North Indian', 'Finger Food']"
4641,Swiss Cream,KR Puram,250,3.5,24,"['Ice Cream', 'Beverages', 'Desserts']"
4642,Madhappa Hindu Military Hotel,Banashankari,300,3.5,16,['South Indian']
4643,Shiv Sagar,"Vega City, Bannerghatta Road",400,3.5,11,"['South Indian', 'Beverages']"
4644,Chinese Corner and Bengali Mess,Sanjay Nagar,300,3.5,28,"['Chinese', 'Bengali']"
4645,Sharky & The Shake,Koramangala 7th Block,200,3.5,13,"['Beverages', 'Desserts', 'Fast Food']"
4646,Inchara Restaurant,Banaswadi,500,3.5,182,"['Chinese', 'North Indian', 'Hyderabadi', 'Biryani']"
4647,Halli Delhi,"Varthur Main Road, Whitefield",300,3.5,13,"['North Indian', 'South Indian']"
4648,Dessert Rose,Banashankari,500,3.5,7,['Desserts']
4649,Five Star Chicken,Bannerghatta Road,250,3.5,9,"['Fast Food', 'Beverages']"
4650,The Yummy Tummy,Bannerghatta Road,200,3.5,13,"['North Indian', 'Street Food']"
4651,7 Degrees North,HSR,500,3.5,11,['North Indian']
4652,Bangalore Shadi Biriyani,Vasanth Nagar,150,3.5,57,"['Chinese', 'North Indian', 'Biryani']"
4653,Naidoo's Donne Biryani,Kammanahalli,300,3.5,13,"['South Indian', 'Biryani']"
4654,Mr. Meow's Hotdogs,"Eat Street, Koramangala 6th Block",300,3.5,7,['Fast Food']
4655,Cafe Robusta,Yelahanka,200,3.5,11,"['Beverages', 'Juices', 'Fast Food']"
4656,Lucky's Biriyani Point,HSR,400,3.5,10,"['Biryani', 'South Indian', 'North Indian', 'Fast Food']"
4657,Donne Biryani & Kabab Corner,Kumaraswamy Layout,250,3.5,15,"['Chinese', 'Biryani']"
4658,U Turn Paradise,Yelahanka,500,3.5,45,"['South Indian', 'North Indian', 'Chinese']"
4659,Ganga Foods,Marathahalli,200,3.5,19,"['South Indian', 'Chinese']"
4660,Lil Asia,Banaswadi,350,3.5,12,"['Chinese', 'Thai', 'Nepalese', 'Tibetan']"
4661,Burger Man,Yeshwantpur,300,3.5,20,"['Burger', 'Fast Food']"
4662,Sanje Time,Magadi Road,400,3.5,10,['South Indian']
4663,Spoon Me,Whitefield,400,3.5,9,"['Bengali', 'North Indian', 'Chinese']"
4664,Hotel Karavali Beach,Seshadripuram,500,3.5,19,"['Seafood', 'Mangalorean', 'Chinese']"
4665,Global Flavors,Banaswadi,"1,000",3.5,135,"['North Indian', 'Fast Food', 'Beverages']"
4666,Millennium Plaza,The Bharani Residency,700,3.5,20,['North Indian']
4667,The Milkshake Co and More,Electronic City,250,3.5,13,"['Beverages', 'Desserts', 'Fast Food']"
4668,CHAAI BEE,Koramangala 7th Block,250,3.5,8,"['Beverages', 'Fast Food', 'Street Food']"
4669,Durga Sagar,Shanti Nagar,150,3.5,10,['South Indian']
4670,Bisimillah Biriyani,BTM,300,3.5,11,"['Biryani', 'Fast Food']"
4671,Samprith Gowdru Mudde Hotel,Rammurthy Nagar,300,3.5,16,['South Indian']
4672,Panchami Sagar,Yelahanka,300,3.5,8,"['South Indian', 'Chinese']"
4673,Home Food,Kammanahalli,300,3.5,17,['South Indian']
4674,Zaffron Express,Electronic City,550,3.5,8,"['North Indian', 'Chinese', 'Biryani']"
4675,Milkshake Kulture,Electronic City,300,3.5,10,['Beverages']
4676,Snaxup Restaurant,BTM,300,3.5,31,"['North Indian', 'Fast Food', 'Beverages']"
4677,Kulkarni's  New Uttara Karnataka Food Speciality Stores,JP Nagar,250,3.5,7,['South Indian']
4678,Toast And Salad,New BEL Road,300,3.5,25,['Healthy Food']
4679,Sattvic,Electronic City,450,3.5,11,"['South Indian', 'North Indian']"
4680,Mandya Umesh Nati Style Hotel,Marathahalli,350,3.5,8,['South Indian']
4681,Just Eat,Indiranagar,500,3.5,18,"['North Indian', 'Chinese', 'Beverages']"
4682,Cochin Connection,Koramangala 6th Block,500,3.5,43,"['Kerala', 'South Indian']"
4683,Breezes - Hotel Pigeon International,Old Airport Road,900,3.5,23,"['North Indian', 'Continental']"
4684,Burj Hotel,Bannerghatta Road,350,3.5,68,"['North Indian', 'Chinese']"
4685,Gallop Bar - Davanam Sarovar Portico Suites,"Davanam Sarovar Portico Suites, Hosur Road","1,600",3.5,11,['Finger Food']
4686,Coffee Thindi,Banaswadi,150,3.5,15,['South Indian']
4687,Sunshadow.in,Kaggadasapura,400,3.5,10,"['North Indian', 'Chinese']"
4688,Bite and Pipes,Kammanahalli,500,3.5,13,"['Continental', 'Chinese']"
4689,Afrina's Kitchen,Kammanahalli,250,3.5,12,"['Fast Food', 'Desserts']"
4690,De Lawn Cafe and Restaurant,International Airport,500,3.5,9,['Cafe']
4691,Banana Leaf,Domlur,500,3.5,12,['Andhra']
4692,Chatpata Chaat Station,Marathahalli,500,3.5,19,"['North Indian', 'Street Food', 'Chinese']"
4693,The Juice Box,Rammurthy Nagar,200,3.5,6,"['Juices', 'Fast Food']"
4694,Tenco Infusions,Indiranagar,200,3.5,15,"['Beverages', 'Salad']"
4695,Ashirwad Grand,Jalahalli,600,3.5,34,"['Chinese', 'North Indian', 'South Indian']"
4696,Hyderabad Biryaani Palace,Bellandur,700,3.5,13,"['Chinese', 'South Indian', 'North Indian', 'Biryani']"
4697,37 China Town,Hotel 37th Crescent Seshadripuram,900,3.5,58,"['Chinese', 'Thai', 'North Indian', 'South Indian', 'Continental']"
4698,Mast Biryani - Fresh Indian Kitchen,Marathahalli,500,3.5,255,"['Biryani', 'North Indian', 'Mughlai', 'Fast Food']"
4699,Bake N Joy,Kammanahalli,500,3.5,6,"['Bakery', 'Beverages']"
4700,Oak Tavern,"Palm Meadows Club, Whitefield","1,000",3.5,9,"['Continental', 'North Indian']"
4701,Maduri Naidu Mess,CV Raman Nagar,200,3.5,9,['South Indian']
4702,Mathsyadarshini,Yelahanka,150,3.5,15,['South Indian']
4703,The Grains,Marathahalli,300,3.5,16,"['South Indian', 'North Indian', 'Chinese']"
4704,Pratima Food Zone,HSR,150,3.5,23,"['South Indian', 'Chinese']"
4705,Cocoa 'n' Crème,JP Nagar,250,3.5,11,"['Bakery', 'Desserts']"
4706,UBCR,Marathahalli,"1,000",3.5,9,"['Italian', 'American', 'Chinese', 'Arabian', 'North Indian', 'Cafe']"
4707,The Cupcake Story,Yeshwantpur,300,3.5,13,['Bakery']
4708,Sketches,Sahakara Nagar,350,3.5,14,"['South Indian', 'Fast Food']"
4709,Sudhir Vada Pav & Paratha Center,Marathahalli,250,3.5,14,['Street Food']
4710,The Punjabi Park,Whitefield,500,3.5,32,['North Indian']
4711,Pizza Paradise,JP Nagar,500,3.5,64,['Pizza']
4712,Samba Shake N Juice,Sanjay Nagar,200,3.5,13,"['Fast Food', 'Juices']"
4713,Spices,CV Raman Nagar,450,3.5,34,"['South Indian', 'North Indian', 'Chinese', 'Biryani']"
4714,S L V Food Joint,Kalyan Nagar,250,3.5,16,"['North Indian', 'Rolls']"
4715,18+ Ice Cafe,Kammanahalli,550,3.5,25,"['Cafe', 'Fast Food', 'Chinese', 'Beverages']"
4716,Chote Miya,Frazer Town,500,3.5,16,"['Mughlai', 'Biryani', 'Rolls']"
4717,Karnataka Biryani Point,RT Nagar,300,3.5,21,['Biryani']
4718,Burrito Boys,Kempegowda International Airport,450,3.5,8,['Mexican']
4719,Thalassery Cafe,BTM,150,3.5,9,['Street Food']
4720,Hot 'N' Fresh,Electronic City,250,3.5,8,['Fast Food']
4721,Hotel Taj Delight,Jalahalli,600,3.5,29,"['North Indian', 'Chinese', 'Mughlai', 'Biryani']"
4722,Basaveshwara Khanavali,Marathahalli,400,3.5,6,['South Indian']
4723,Global Restaurant,Rajarajeshwari Nagar,400,3.5,329,"['North Indian', 'Chinese', 'Biryani']"
4724,Chaithanya Xpress,Indiranagar,250,3.5,13,"['South Indian', 'North Indian', 'Chinese']"
4725,Sandwich Jn,Electronic City,300,3.5,10,"['Fast Food', 'Beverages']"
4726,Suprabatha Coffee Kendra,Basavanagudi,150,3.5,11,"['South Indian', 'Beverages']"
4727,Cafe Republic,Yelahanka,500,3.5,17,"['Cafe', 'Fast Food']"
4728,Daawat Restaurant Bar & Pub,Koramangala 7th Block,700,3.5,9,"['Finger Food', 'North Indian', 'Seafood', 'Mangalorean', 'Chinese']"
4729,Sri Krishna Veg,Basavanagudi,100,3.5,4,['South Indian']
4730,Flamin Grill,Bellandur,600,3.5,10,"['Lebanese', 'Turkish', 'BBQ', 'Burger']"
4731,Grand Taj Durbar,Electronic City,300,3.5,13,"['North Indian', 'Chinese']"
4732,NMR Multicuisine Restaurant,Electronic City,550,3.5,13,"['North Indian', 'Chinese', 'Arabian', 'Juices']"
4733,Grand Vezier Restaurant,Jalahalli,600,3.5,11,"['Turkish', 'European', 'North Indian', 'Fast Food']"
4734,The Lovin' Oven Cakery,Banaswadi,500,3.5,11,"['Bakery', 'Desserts']"
4735,Rosewood International Hotel - Bar & Restaurant,Mysore Road,800,3.5,8,"['North Indian', 'South Indian', 'Andhra', 'Chinese']"
4736,Ningi Family Restaurant,JP Nagar,400,3.5,10,"['South Indian', 'Biryani', 'Chinese']"
4737,More Pizza,"Royal Meenakshi Mall, Bannerghatta Road",500,3.5,19,['Italian']
4738,Attica Biryani,Nagarbhavi,300,3.5,13,"['Fast Food', 'Biryani']"
4739,Thavarumane Thindi,Kanakapura Road,350,3.5,11,['North Indian']
4740,B'Town Cafe & Restaurant,Marathahalli,350,3.5,8,"['Arabian', 'Continental']"
4741,Chels Cafe,Cunningham Road,500,3.5,20,"['Cafe', 'Burger']"
4742,Sri Udupi Deluxe,Marathahalli,400,3.5,11,"['North Indian', 'Chinese', 'South Indian', 'Fast Food']"
4743,Flavors of India,Domlur,600,3.5,9,"['North Indian', 'South Indian', 'Andhra', 'Mughlai']"
4744,Eunoia,Kalyan Nagar,450,3.5,26,"['Cafe', 'Continental', 'Bakery']"
4745,Golden Grill Restaurant,BTM,550,3.5,18,"['Arabian', 'Chinese', 'North Indian', 'Kerala', 'Seafood']"
4746,New Royal Kitchen,Hebbal,400,3.5,13,"['North Indian', 'Mughlai', 'Chinese']"
4747,Box of Biryani,Koramangala 6th Block,400,3.5,9,"['Biryani', 'North Indian', 'Kebab']"
4748,RK Fresh Food,BTM,300,3.5,14,['Fast Food']
4749,Yeruva Biriyani,Electronic City,400,3.5,40,"['Biryani', 'Chinese']"
4750,Troll Cafe,Rajajinagar,400,3.5,8,['Cafe']
4751,Hotel New Karavali,Hennur,550,3.5,8,"['Chinese', 'Mangalorean', 'Seafood', 'North Indian']"
4752,Shater Grill House,BTM,700,3.5,8,"['North Indian', 'Arabian', 'Chinese']"
4753,Coastal Inn,Bannerghatta Road,800,3.5,65,"['Chinese', 'North Indian', 'Seafood']"
4754,Kanha's Kafe,Koramangala 5th Block,200,3.5,12,"['Awadhi', 'Bihari', 'Fast Food', 'Ice Cream', 'Mithai']"
4755,The Hub - Ibis Hotel,"Ibis Hotel, Richmond Road","2,200",3.5,29,"['Finger Food', 'Fast Food', 'Continental']"
4756,Biryani Times,JP Nagar,300,3.5,16,['Biryani']
4757,New Kadai,Kalyan Nagar,550,3.5,24,"['North Indian', 'Chinese']"
4758,Coastal Family Resto Bar,Jayanagar,750,3.5,81,"['Andhra', 'North Indian', 'Chinese', 'Mangalorean', 'Seafood', 'Biryani']"
4759,Best B Restaurant,HBR Layout,400,3.5,12,"['South Indian', 'North Indian', 'Chinese', 'Kerala']"
4760,The Perfect Stop,Shanti Nagar,300,3.5,11,"['Italian', 'Fast Food', 'Pizza']"
4761,Golden Paradise,Whitefield,300,3.5,14,"['North Indian', 'Chinese']"
4762,Lepcha Foods & Refreshment,Thippasandra,350,3.5,24,['Chinese']
4763,Foodbowl,International Airport,800,3.5,15,"['South Indian', 'North Indian', 'Continental']"
4764,Pethfull,Yelahanka,300,3.5,9,"['Italian', 'Mexican', 'North Indian']"
4765,Surya Mane Holige,RT Nagar,100,3.5,4,"['South Indian', 'Kerala']"
4766,Snackiey,Bannerghatta Road,250,3.5,11,['North Indian']
4767,Delicious Desserts,Whitefield,750,3.5,10,['Desserts']
4768,Lassi Corner,Whitefield,200,3.5,18,"['Beverages', 'Desserts']"
4769,Kitchens of Hyderabad,Hebbal,450,3.5,13,"['Hyderabadi', 'Chinese', 'North Indian']"
4770,Vijaya Gardenia,Banaswadi,500,3.5,67,"['North Indian', 'Chinese', 'Andhra']"
4771,Neffy's - Cakes & More,Indiranagar,300,3.5,24,['Bakery']
4772,Samrudh Veg,Cunningham Road,200,3.5,12,"['South Indian', 'Chinese']"
4773,Bollywood Grill,Hotel La Classic,"1,500",3.5,6,['North Indian']
4774,Panda Foods,Marathahalli,300,3.5,15,"['North Indian', 'Juices']"
4775,Bufferia Express,Marathahalli,800,3.5,20,"['North Indian', 'Chinese']"
4776,Messy Bowl,Banashankari,500,3.5,82,"['Fast Food', 'Beverages']"
4777,Manifest Cafe,Banashankari,300,3.5,11,"['North Indian', 'Chinese', 'Fast Food']"
4778,Food Dig,Whitefield,150,3.5,13,['North Indian']
4779,Chattar Mattar,HSR,150,3.5,11,"['North Indian', 'Chinese']"
4780,Mast Biryani - Night Express,Marathahalli,500,3.5,17,"['North Indian', 'Biryani', 'Fast Food']"
4781,Burger Lounge,Koramangala 5th Block,600,3.5,80,"['Burger', 'Fast Food', 'Beverages']"
4782,Neer Dose Fish Land,Domlur,250,3.5,8,"['South Indian', 'North Indian', 'Seafood']"
4783,Khan Saheb Grills and Rolls,Kalyan Nagar,400,3.5,47,"['Fast Food', 'Rolls']"
4784,Swadist Pakhal Restaurant,Sarjapur Road,550,3.5,16,"['North Indian', 'Chinese', 'Bengali']"
4785,SLV Upahara,JP Nagar,200,3.5,4,"['South Indian', 'North Indian']"
4786,The Little Kitchen,JP Nagar,300,3.5,11,"['Chinese', 'North Indian']"
4787,Krishna Sagar,Banashankari,200,3.5,32,['North Indian']
4788,Havelli - Chairman's Resort,Chairman's Resort,"1,250",3.5,139,"['North Indian', 'Continental', 'Chinese', 'Seafood']"
4789,Bruncherz,BTM,300,3.5,15,"['North Indian', 'Chinese']"
4790,Taipan,Frazer Town,700,3.5,130,"['Chinese', 'Momos']"
4791,11 to 11 Express Biriyanis,Electronic City,300,3.5,24,"['Biryani', 'Kebab']"
4792,Ivy Park,Sarjapur Road,500,3.5,38,"['South Indian', 'Kerala', 'North Indian', 'Chinese']"
4793,Prabhu Sweets,Rajajinagar,250,3.5,11,"['Mithai', 'Street Food']"
4794,Amor Infinito,Rammurthy Nagar,300,3.5,8,['Bakery']
4795,Chinnu's Mane Biryani,Banaswadi,300,3.5,11,['Biryani']
4796,Sree Ganesha Fruits & Juice,Bannerghatta Road,100,3.5,7,['Juices']
4797,MBR Dum Biryani County,Electronic City,150,3.5,24,"['Biryani', 'North Indian']"
4798,The Choux Box,Koramangala 6th Block,300,3.5,11,"['Desserts', 'Bakery']"
4799,Kabab Nation Corner,Brigade Road,500,3.5,75,"['Chinese', 'Arabian', 'Fast Food']"
4800,E2 - Entrée Envoy,BTM,550,3.5,13,"['Chinese', 'North Indian', 'Biryani']"
4801,Sri Datta Biryani House,Banaswadi,300,3.5,54,"['Andhra', 'Biryani', 'Chinese', 'North Indian']"
4802,Serenitea4u,Jeevan Bhima Nagar,100,3.5,9,"['Beverages', 'Fast Food']"
4803,Rajesh Restaurant,HSR,700,3.5,59,"['North Indian', 'Chinese', 'South Indian', 'Continental']"
4804,Bangalore Cafe,HSR,400,3.5,203,"['South Indian', 'Fast Food']"
4805,Dr. Harry's Chick Blast,Rammurthy Nagar,500,3.5,26,['Continental']
4806,Party Hut,KR Puram,200,3.5,9,"['Beverages', 'Fast Food']"
4807,Sandwich Cafe,RT Nagar,250,3.5,17,['Fast Food']
4808,Suchi Family Restaurant,"Varthur Main Road, Whitefield",700,3.5,25,"['North Indian', 'Chinese']"
4809,Udupi Ruchi,Kaggadasapura,250,3.5,6,"['South Indian', 'North Indian', 'Chinese']"
4810,The Taj Hotel,City Market,350,3.5,13,"['Biryani', 'Mughlai']"
4811,New Udupi Grand,JP Nagar,300,3.5,47,"['South Indian', 'North Indian', 'Chinese']"
4812,Sri Ganesh Juice Junction,Nagarbhavi,100,3.5,6,"['Juices', 'Beverages']"
4813,PSV's Andhra Paradise,HSR,600,3.5,121,"['Andhra', 'Chinese', 'North Indian', 'Hyderabadi']"
4814,Monish Corner,Rajarajeshwari Nagar,150,3.5,35,['South Indian']
4815,Bonbonbite,Jalahalli,450,3.5,10,"['Bakery', 'Desserts']"
4816,Toffee's Twangle,Jalahalli,350,3.5,11,['Fast Food']
4817,Chill Out Cafe,Electronic City,350,3.5,12,"['North Indian', 'Chinese']"
4818,Fuel Café,Yelahanka,200,3.5,6,"['Chinese', 'Fast Food']"
4819,Chai Makhani,Koramangala 5th Block,100,3.5,11,"['Beverages', 'Tea']"
4820,99Foods,Marathahalli,400,3.5,32,"['Biryani', 'North Indian', 'Chinese', 'Kebab']"
4821,Sri Krishna Grand,Yelahanka,350,3.5,12,"['South Indian', 'North Indian', 'Chinese']"
4822,Tandoori Spot,JP Nagar,500,3.5,13,"['North Indian', 'Chinese']"
4823,5th Main Cafe,HSR,250,3.5,15,"['Cafe', 'Fast Food']"
4824,Bangarpet Chats,Basaveshwara Nagar,100,3.5,7,['Street Food']
4825,New Raghu Refreshment,Jalahalli,150,3.5,12,"['South Indian', 'Chinese']"
4826,Donne Biryani House,Rajajinagar,300,3.5,46,['Biryani']
4827,Aithals Mithra Koota,Banashankari,100,3.5,14,['South Indian']
4828,Swasthaa,Sanjay Nagar,650,3.5,13,"['Continental', 'Italian', 'Japanese', 'North Indian']"
4829,Just Bunny,Jayanagar,200,3.5,11,['Fast Food']
4830,Chillz,JP Nagar,100,3.5,12,"['Fast Food', 'Juices', 'Street Food']"
4831,DilliBite,Ulsoor,600,3.5,33,"['North Indian', 'Chinese']"
4832,Dawat,Marathahalli,400,3.5,57,"['North Indian', 'Chinese']"
4833,Rococo,Nagawara,200,3.5,8,"['North Indian', 'Chinese', 'Street Food']"
4834,Kaapi Kuteera,Kanakapura Road,100,3.5,96,['South Indian']
4835,Soup N Grill,Whitefield,600,3.5,14,"['Chinese', 'North Indian']"
4836,P V Sweets,Jalahalli,200,3.5,21,"['Mithai', 'Street Food']"
4837,The Pastry Inn,Sanjay Nagar,200,3.5,25,['Bakery']
4838,Pepper Mint,KR Puram,350,3.5,109,"['North Indian', 'Chinese', 'Fast Food', 'Juices']"
4839,Sultan's,Jakkur,750,3.5,95,"['North Indian', 'Chinese', 'Mughlai']"
4840,Ruchie Rich,Electronic City,200,3.5,132,"['Biryani', 'Fast Food', 'North Indian']"
4841,Chefie,BTM,200,3.5,16,"['Continental', 'Fast Food', 'Italian', 'North Indian']"
4842,BRAHMIN HOME FOOD,Indiranagar,350,3.5,41,['South Indian']
4843,Mubarak Hotel,Rajajinagar,150,3.5,14,['North Indian']
4844,Sumac Resto Cafe,Kammanahalli,400,3.5,5,"['Cafe', 'Turkish']"
4845,Marwa Restaurant,Bannerghatta Road,600,3.5,552,"['North Indian', 'Chinese', 'Fast Food', 'BBQ']"
4846,Art Cafe,Sheraton Grand Bangalore Hotel at Brigade Gateway,"1,000",3.5,7,['Cafe']
